<text id="silva1738">
<s>
PRECIPÍCIO	NOM	precipício
,	VIRG	,
porque	CONJ	porque
Egéria	NOM	<unknown>
,	VIRG	,
esta	DET	esta
princesa	NOM	princesa
que	PR	que
vês	V	ver
,	VIRG	,
vive	V	viver
espoliada	V	espoliar
do	PRP+DET	de
trono	NOM	trono
de	PRP	de
seu	ADJ	seu
pai	NOM	pai
,	VIRG	,
pelas	PRP+DET	por
violências	NOM	violência
de	PRP	de
El-Rei	NOM	el-rei
,	VIRG	,
que	PR	que
intenta	V	intentar
entronizar	V	entronizar
a	DET	a
filha	NOM	filho
,	VIRG	,
casando-a	V+P	casar
com	PRP	com
Albano	NOM	albano
,	VIRG	,
príncipe	NOM	príncipe
de	PRP	de
Ligúria	NOM	<unknown>
.	SENT	.
</s>
<s>
Mas	CONJ	mas
isto	P	isto
é	V	ser
escusado	V	escusar
dizer-to	V+P+P	dizer
,	VIRG	,
pois	CONJ	pois
tu	P	tu
,	VIRG	,
como	CONJ	como
mágico	ADJ	mágico
,	VIRG	,
o	DET	o
não	ADV	não
hás-de	V	haver
ignorar	V	ignorar
.	SENT	.
</s>
<s>
Chichisbéu	NOM	<unknown>
.	SENT	.
</s>
<s>
Não	ADV	não
me	P	me
diga	V	dizer
nada	P	nada
.	SENT	.
</s>
<s>
Então	ADV	então
verá	V	ver
se	P	se
eu	P	eu
sei	V	saber
alguma	ADJ	alguma
cousa	NOM	coisa
.	SENT	.
</s>
<s>
Egéria	NOM	<unknown>
.	SENT	.
</s>
<s>
Que	PR	que
intentas	V	intentar
,	VIRG	,
Mecenas	NOM	mecenas
?	SENT	?
Mecenas	NOM	mecenas
.	SENT	.
</s>
<s>
Comunicar	V	comunicar
a	DET	a
Fíton	NOM	<unknown>
os	DET	o
nossos	ADJ	nosso
intentos	NOM	intento
,	VIRG	,
para	PRP	para
que	PR	que
possamos	V	poder
triunfar	V	triunfar
,	VIRG	,
ainda	ADV	ainda
que	PR	que
seja	V	ser
màgicamente	ADV	<unknown>
.	SENT	.
</s>
<s>
Egéria	NOM	<unknown>
.	SENT	.
</s>
<s>
E	CONJ	e
tens	V	ter
a	DET	a
certeza	NOM	certeza
que	PR	que
todos	P	todo
os	DET	o
mágicos	NOM	mágico
são	V	ser
fiéis	NOM	fiel
e	CONJ	e
leais	NOM	leal
?	SENT	?
Mecenas	NOM	mecenas
.	SENT	.
</s>
<s>
Não	ADV	não
;	SENT	;
mas	CONJ	mas
,	VIRG	,
como	CONJ	como
eles	P	ele
tudo	P	tudo
alcançam	V	alcançar
pela	PRP+DET	por
sua	ADJ	sua
ciência	NOM	ciência
,	VIRG	,
não	ADV	não
ignorará	V	ignorar
o	DET	o
pacto	NOM	pacto
que	PR	que
temos	V	ter
celebrado	V	celebrar
de	PRP	de
restituir-te	V	<unknown>
o	DET	o
trono	NOM	trono
de	PRP	de
teu	ADJ	teu
pai	NOM	pai
,	VIRG	,
com	PRP	com
a	DET	a
fortuna	NOM	fortuna
de	PRP	de
ser	V	ser
eu	P	eu
teu	ADJ	teu
esposo	NOM	esposo
.	SENT	.
</s>
<s>
Egéria	NOM	<unknown>
.	SENT	.
</s>
<s>
Pois	CONJ	pois
,	VIRG	,
Fíton	NOM	<unknown>
,	VIRG	,
se	CONJ	se
a	DET	a
tua	ADJ	tua
ciência	NOM	ciência
tudo	P	tudo
alcança	V	alcançar
,	VIRG	,
peço-te	V+P	pedir
que	CONJSUB	que
a	P	a
empenhes	V	empenhar
toda	ADJ	todo
,	VIRG	,
para	PRP	para
que	PR	que
consiga	V	conseguir
a	DET	a
coroa	NOM	coroa
que	PR	que
me	P	me
usurpa	V	usurpar
a	DET	a
ambição	NOM	ambição
de	PRP	de
El-Rei	NOM	el-rei
,	VIRG	,
meu	ADJ	meu
tio	NOM	tio
.	SENT	.
</s>
<s>
Favorece	V	favorecer
os	DET	o
intentos	NOM	intento
de	PRP	de
Mecenas	NOM	mecenas
;	SENT	;
pois	CONJ	pois
,	VIRG	,
conseguindo	V	conseguir
a	DET	a
fortuna	NOM	fortuna
que	PR	que
espero	V	esperar
,	VIRG	,
te	P	te
prometo	V	prometer
ser	V	ser
agradecida	ADJ	agradecido
.	SENT	.
</s>
<s>
(	QUOTE	(
Vai-se	V+P	ir
)	QUOTE	)
.	SENT	.
</s>
<s>
Chichisbéu	NOM	<unknown>
.	SENT	.
</s>
<s>
Senhor	P	senhor
Mecenas	NOM	mecenas
,	VIRG	,
com	PRP	com
quem	PR	quem
esteve	V	estar
falando	V	falar
agora	ADV	agora
aquela	DET	aquela
Senhora	NOM	senhor
Egéria	NOM	<unknown>
,	VIRG	,
que	PR	que
por	PRP	por
nome	NOM	nome
não	ADV	não
perca	V	perder
?	SENT	?
Mecenas	NOM	mecenas
.	SENT	.
</s>
<s>
Contigo	PRP+P	contigo
.	SENT	.
</s>
<s>
Chichisbéu	NOM	<unknown>
.	SENT	.
</s>
<s>
Comigo	P	comigo
?	SENT	?
!	SENT	!
É	V	ser
boa	ADJ	bom
teima	NOM	teima
!	SENT	!
Pois	CONJ	pois
acha	V	achar
Vossa	NOM	<unknown>
Senhoria	NOM	senhorio
que	PR	que
,	VIRG	,
se	P	se
eu	P	eu
pudera	V	poder
dar	V	dar
coroas	NOM	coroa
,	VIRG	,
que	PR	que
as	DET	a
não	ADV	não
tomara	V	tomar
para	PRP	para
mim	P	mim
,	VIRG	,
por	PRP	por
não	ADV	não
estar	V	estar
às	PRP+DET	a
ordens	NOM	ordem
de	PRP	de
ninguém	P	ninguém
?	SENT	?
Mecenas	NOM	mecenas
.	SENT	.
</s>
<s>
Deixa	V	deixar
loucuras	NOM	loucura
!	SENT	!
Bem	ADV	bem
vês	V	ver
o	DET	o
empenho	NOM	empenho
em	PRP	em
que	PR	que
estou	V	estar
de	PRP	de
coroar	V	coroar
a	DET	a
Egéria	NOM	<unknown>
.	SENT	.
</s>
<s>
Patrocina	V	patrocinar
os	DET	o
meus	ADJ	meu
desígnios	NOM	desígnio
,	VIRG	,
que	PR	que
do	PRP+DET	de
seu	ADJ	seu
bom	ADJ	bom
êxito	NOM	êxito
pende	V	pender
toda	ADJ	todo
a	DET	a
minha	ADJ	minha
fortuna	NOM	fortuna
;	SENT	;
pois	CONJ	pois
te	P	te
confesso	V	confessar
,	VIRG	,
Fíton	NOM	<unknown>
,	VIRG	,
que	PR	que
ardo	V	arder
em	PRP	em
um	DET	um
vivo	ADJ	vivo
incêndio	NOM	incêndio
de	PRP	de
amor	NOM	amor
,	VIRG	,
e	CONJ	e
cego	ADJ	cego
intento	NOM	intento
emprender	V	emprender
por	PRP	por
Egéria	NOM	<unknown>
as	DET	a
maiores	ADJ	maior
dificuldades	NOM	dificuldade
.	SENT	.
</s>
<s>
Chichisbéu	NOM	<unknown>
.	SENT	.
</s>
<s>
Aí	ADV	aí
vai	V	ir
parar	V	parar
tudo	P	tudo
!	SENT	!
Já	ADV	já
me	P	me
a	P	a
mim	P	mim
admirava	V	admirar
que	CONJSUB	que
o	P	o
tramposo	V	<unknown>
do	PRP+DET	de
rapaz	NOM	rapaz
não	ADV	não
havia	V	haver
meter	V	meter
a	DET	a
sua	ADJ	sua
colherada	NOM	colherada
!	SENT	!
Canta	V	cantar
Mecenas	NOM	mecenas
a	PRP	a
seguinte	ADJ	seguinte
ÁRIA	NOM	ária
Naquela	NOM	<unknown>
deidade	NOM	deidade
galharda	NOM	galhardo
,	VIRG	,
que	PR	que
viste	V	ver
,	VIRG	,
consiste	V	consistir
de	PRP	de
minha	ADJ	minha
ventura	NOM	ventura
a	PRP	a
glória	NOM	glória
feliz	ADJ	feliz
.	SENT	.
</s>
<s>
Se	CONJ	se
a	DET	a
sorte	NOM	sorte
me	P	me
nega	V	negar
fortuna	NOM	fortuna
tão	ADV	tão
bela	ADJ	belo
,	VIRG	,
sem	PRP	sem
ela	P	ela
serei	V	ser
desgraçado	ADJ	desgraçado
,	VIRG	,
serei	V	ser
infeliz	ADJ	infeliz
.	SENT	.
</s>
<s>
(	QUOTE	(
Vai-se	V+P	ir
)	QUOTE	)
.	SENT	.
</s>
<s>
Chichisbéu	NOM	<unknown>
.	SENT	.
</s>
<s>
Isto	P	isto
já	ADV	já
vai	V	ir
de	PRP	de
foz	NOM	foz
em	PRP	em
fora	NOM	fora
!	SENT	!
Eu	P	eu
entendo	V	entender
que	CONJSUB	que
isto	P	isto
é	V	ser
realidade	NOM	realidade
pura	ADJ	puro
e	CONJ	e
não	ADV	não
mágica	ADJ	mágico
sonhada	V	sonhar
;	SENT	;
e	CONJ	e
o	DET	o
pior	NOM	pior
é	V	ser
que	CONJSUB	que
eu	P	eu
sou	V	ser
o	DET	o
que	PR	que
faço	V	fazer
na	PRP+DET	em
oração	NOM	oração
e	CONJ	e
cuidam	V	cuidar
que	CONJSUB	que
sou	V	ser
mágico	ADJ	mágico
!	SENT	!
Em	PRP	em
negra	ADJ	negro
hora	NOM	hora
apanhei	V	apanhar
o	DET	o
tal	ADJ	tal
vestido	NOM	vestido
e	CONJ	e
o	DET	o
tal	ADJ	tal
livrinho	NOM	livro
!	SENT	!
Mas	CONJ	mas
,	VIRG	,
ainda	ADV	ainda
assim	ADV	assim
,	VIRG	,
devo	V	dever
muito	ADV	muito
a	PRP	a
todos	P	todo
,	VIRG	,
pois	CONJ	pois
um	DET	um
me	P	me
descobre	V	descobrir
o	DET	o
seu	ADJ	seu
peito	NOM	peito
,	VIRG	,
outro	P	outro
me	P	me
vomita	V	vomitar
o	DET	o
seu	ADJ	seu
bucho	NOM	bucho
;	SENT	;
e	CONJ	e
eu	P	eu
com	PRP	com
tanta	DET	tanto
cousa	NOM	coisa
estou	V	estar
para	PRP	para
rebentar	V	rebentar
.	SENT	.
</s>
<s>
Saem	V	sair
Faetonte	NOM	<unknown>
e	CONJ	e
Fíton	NOM	<unknown>
Faetonte	NOM	<unknown>
.	SENT	.
</s>
<s>
Ainda	ADV	ainda
não	ADV	não
creio	V	crer
que	CONJSUB	que
me	P	me
veja	V	ver
habitar	V	habitar
em	PRP	em
palácios	NOM	palácio
!	SENT	!
Quanto	ADV	quanto
me	P	me
agradam	V	agradar
estes	DET	este
mármores	NOM	mármore
!	SENT	!
Quanto	ADV	quanto
me	P	me
recreia	V	recrear
esta	DET	esta
magnificência	NOM	magnificência
!	SENT	!
Parece	V	parecer
que	CONJSUB	que
nestas	PRP+P	em
altas	ADJ	alto
torres	NOM	torre
habitam	V	habitar
os	DET	o
meus	ADJ	meu
pensamentos	NOM	pensamento
;	SENT	;
nestes	PRP+P	em
edifícios	NOM	edifício
se	P	se
elevam	V	elevar
os	DET	o
meus	ADJ	meu
espíritos	NOM	espírito
!	SENT	!
Estes	DET	este
pórticos	NOM	pórtico
são	V	ser
polidos	ADJ	polido
espelhos	NOM	espelho
de	PRP	de
minha	ADJ	minha
ambição	NOM	ambição
;	SENT	;
estas	DET	esta
colunas	NOM	coluna
talvez	ADV	talvez
se	P	se
erigiram	V	erigir
para	PRP	para
nelas	PRP+P	ela
se	P	se
colocarem	V	colocar
os	DET	o
meus	ADJ	meu
triunfos	NOM	triunfo
!	SENT	!
Fíton	NOM	<unknown>
.	SENT	.
</s>
<s>
Não	ADV	não
gastes	V	gastar
o	DET	o
tempo	NOM	tempo
em	PRP	em
aéreos	ADJ	aéreo
pensamentos	NOM	pensamento
,	VIRG	,
quando	CONJ	quando
sabes	V	saber
que	CONJSUB	que
és	V	ser
filho	NOM	filho
de	PRP	de
um	DET	um
pastor	NOM	pastor
.	SENT	.
</s>
<s>
Faetonte	NOM	<unknown>
.	SENT	.
</s>
<s>
Também	ADV	também
Apolo	NOM	apolo
foi	V	ir
pastor	NOM	pastor
de	PRP	de
Admeto	NOM	admeto
.	SENT	.
</s>
<s>
Nada	P	nada
me	P	me
injurias	V	injuriar
com	PRP	com
isso	P	isso
.	SENT	.
</s>
<s>
Fíton	NOM	<unknown>
.	SENT	.
</s>
<s>
Oh	I	oh
,	VIRG	,
quem	PR	quem
pudera	V	poder
declarar-te	V	<unknown>
quem	PR	quem
és	V	ser
!	SENT	!
Reprime	V	reprimir
esse	DET	esse
génio	NOM	génio
;	SENT	;
não	ADV	não
busques	V	buscar
essa	DET	essa
cópia	NOM	cópia
,	VIRG	,
torno-te	V	<unknown>
a	PRP	a
recomendar	V	recomendar
;	SENT	;
pois	CONJ	pois
mal	ADV	mal
sabes	V	saber
a	DET	a
ruína	NOM	ruína
que	PR	que
te	P	te
espera	V	esperar
,	VIRG	,
Faetonte	NOM	<unknown>
.	SENT	.
</s>
<s>
Chichisbéu	NOM	<unknown>
.	SENT	.
</s>
<s>
Faetonte	V	<unknown>
disse	V	dizer
?	SENT	?
!	SENT	!
Ai	I	ai
,	VIRG	,
que	PR	que
ali	ADV	ali
está	V	estar
meu	ADJ	meu
amo	NOM	amo
!	SENT	!
Pois	CONJ	pois
,	VIRG	,
por	PRP	por
vida	NOM	vida
minha	ADJ	minha
,	VIRG	,
que	PR	que
hei-de	V	haver
magicar	V	magicar
com	PRP	com
ele	P	ele
.	SENT	.
</s>
<s>
Faetonte	NOM	<unknown>
.	SENT	.
</s>
<s>
Já	ADV	já
que	PR	que
me	P	me
não	ADV	não
queres	V	querer
dizer	V	dizer
o	DET	o
que	PR	que
te	P	te
pergunto	V	perguntar
,	VIRG	,
recorrerei	V	recorrer
a	DET	a
outro	ADJ	outro
mágico	NOM	mágico
que	PR	que
me	P	me
disse	V	dizer
agora	ADV	agora
Egéria	NOM	<unknown>
habitava	V	habitar
em	PRP	em
palácio	NOM	palácio
,	VIRG	,
e	CONJ	e
ele	P	ele
me	P	me
informará	V	informar
quem	PR	quem
é	V	ser
o	DET	o
adorado	ADJ	adorado
enigma	NOM	enigma
que	PR	que
adoro	V	adorar
.	SENT	.
</s>
<s>
Mas	CONJ	mas
aquele	P	aquele
é	V	ser
,	VIRG	,
segundo	CONJ	segundo
os	DET	o
sinais	NOM	sinal
que	PR	que
me	P	me
deu	V	dar
Egéria	NOM	<unknown>
.	SENT	.
</s>
<s>
Chichisbéu	NOM	<unknown>
.	SENT	.
</s>
<s>
Ele	P	ele
comigo	P	comigo
.	SENT	.
</s>
<s>
Faetonte	NOM	<unknown>
.	SENT	.
</s>
<s>
Ó	I	ó
tu	P	tu
,	VIRG	,
sábio	ADJ	sábio
portento	NOM	portento
da	PRP+DET	de
nigromância	NOM	<unknown>
,	VIRG	,
compadece-te	V	<unknown>
de	PRP	de
um	DET	um
peregrino	NOM	peregrino
,	VIRG	,
que	PR	que
,	VIRG	,
inflamado	V	inflamar
de	PRP	de
amor	NOM	amor
,	VIRG	,
procura	V	procurar
o	DET	o
original	ADJ	original
de	PRP	de
uma	DET	uma
cópia	NOM	cópia
,	VIRG	,
que	PR	que
...	SENT	.
</s>
<s>..
Chichisbéu	NOM	<unknown>
.	SENT	.
</s>
<s>
Que	PR	que
achaste	V	achar
em	PRP	em
Tessália	NOM	<unknown>
,	VIRG	,
que	PR	que
te	P	te
disseram	V	dizer
estava	V	estar
em	PRP	em
Itália	NOM	Itália
;	SENT	;
que	PR	que
vens	V	vir
em	PRP	em
cata	NOM	cata
dela	PRP+P	de
.	SENT	.
</s>
<s>
Não	ADV	não
é	V	ser
isto	P	isto
,	VIRG	,
Faetonte	NOM	<unknown>
?	SENT	?
Faetonte	NOM	<unknown>
.	SENT	.
</s>
<s>
Que	PR	que
ouço	V	ouvir
!	SENT	!
Nada	P	nada
ignora	V	ignorar
.	SENT	.
</s>
<s>
Fíton	NOM	<unknown>
,	VIRG	,
que	PR	que
te	P	te
parece	V	parecer
?	SENT	?
Fíton	NOM	<unknown>
.	SENT	.
</s>
<s>
Quase	ADV	quase
que	PR	que
me	P	me
confundo	V	confundir
.	SENT	.
</s>
<s>
Faetonte	NOM	<unknown>
.	SENT	.
</s>
<s>
Pois	CONJ	pois
dize-me	V+P	dizer
:	SENT	:
de	PRP	de
quem	PR	quem
é	V	ser
este	DET	este
retrato	NOM	retrato
?	SENT	?
(	QUOTE	(
Mostra	V	mostrar
o	DET	o
retrato	NOM	retrato
)	QUOTE	)
.	SENT	.
</s>
<s>
Chichisbéu	NOM	<unknown>
.	SENT	.
</s>
<s>
Vidoamus	NOM	<unknown>
.	SENT	.
</s>
<s>
Queres	V	querer
que	CONJSUB	que
to	P	tu
diga	V	dizer
?	SENT	?
Mas	CONJ	mas
ao	PRP+DET	a
depois	ADV	depois
talvez	ADV	talvez
que	PR	que
te	P	te
arrependas	V	arrepender
.	SENT	.
</s>
<s>
Fíton	NOM	<unknown>
.	SENT	.
</s>
<s>
Não	ADV	não
lho	P+P	lhe
digas	V	dizer
,	VIRG	,
se	P	se
achas	V	achar
que	CONJSUB	que
lhe	P	lhe
pode	V	poder
suceder	V	suceder
algum	ADJ	algum
dano	NOM	dano
.	SENT	.
</s>
<s>
Faetonte	NOM	<unknown>
.	SENT	.
</s>
<s>
Deixa-me	V+P	deixar
,	VIRG	,
cruel	ADJ	cruel
;	SENT	;
que	PR	que
dano	V	danar
pode	V	poder
causar	V	causar
a	DET	a
formosura	NOM	formosura
?	SENT	?
Chichisbéu	NOM	<unknown>
.	SENT	.
</s>
<s>
Que	PR	que
dano	V	danar
?	SENT	?
Muito	ADV	muito
grande	ADJ	grande
;	SENT	;
porque	CONJ	porque
há	V	haver
formosuras	NOM	formosura
danadas	ADJ	danado
!	SENT	!
Olha	V	olhar
:	SENT	:
uma	DET	uma
mulher	NOM	mulher
formosa	ADJ	formoso
por	PRP	por
força	NOM	força
há-de	V	haver
ser	V	ser
presumida	ADJ	presumido
;	SENT	;
da	PRP+DET	de
presunção	NOM	presunção
segue-se	V+P	seguir
o	DET	o
ser	NOM	ser
tola	ADJ	tolo
;	SENT	;
da	PRP+DET	de
tolice	NOM	tolice
o	P	o
fazer	V	fazer
asneiras	ADJ	asneiro
;	SENT	;
das	PRP+DET	de
asneiras	NOM	asneira
o	P	o
dar	V	dar
couces	V	<unknown>
;	SENT	;
quem	PR	quem
dá	V	dar
couces	V	<unknown>
,	VIRG	,
tem	V	ter
mataduras	NOM	matadura
.	SENT	.
</s>
<s>
Com	PRP	com
que	PR	que
,	VIRG	,
Senhor	NOM	senhor
,	VIRG	,
quem	PR	quem
albardar	V	albardar
uma	DET	uma
formosura	NOM	formosura
,	VIRG	,
há-de	V	haver
aturar	V	aturar
o	DET	o
ser	NOM	ser
raivosa	ADJ	raivoso
,	VIRG	,
zelosa	ADJ	zeloso
,	VIRG	,
comichosa	ADJ	<unknown>
,	VIRG	,
pedinchona	NOM	pedinte
,	VIRG	,
desvanecida	ADJ	desvanecido
;	SENT	;
pois	CONJ	pois
,	VIRG	,
se	P	se
tiver	V	ter
acidentes	NOM	acidente
da	PRP+DET	de
madre	NOM	madre
,	VIRG	,
ainda	ADV	ainda
são	V	ser
outros	P	outro
quinhentos	CARD	quinhentos
.	SENT	.
</s>
<s>
Faetonte	NOM	<unknown>
.	SENT	.
</s>
<s>
Se	P	se
tudo	P	tudo
isso	P	isso
são	V	ser
efeitos	NOM	efeito
da	PRP+DET	de
formosura	NOM	formosura
,	VIRG	,
nada	P	nada
temo	V	temer
,	VIRG	,
tendo	V	tender
tão	ADV	tão
soberana	ADJ	soberano
causa	NOM	causa
;	SENT	;
dize-me	V+P	dizer
:	SENT	:
não	ADV	não
me	P	me
tenhas	V	ter
suspenso	ADJ	suspenso
.	SENT	.
</s>
<s>
Chichisbéu	NOM	<unknown>
.	SENT	.
</s>
<s>
Com	PRP	com
efeito	NOM	efeito
queres	V	querer
que	CONJSUB	que
te	P	te
diga	V	dizer
de	PRP	de
quem	PR	quem
é	V	ser
retrato	NOM	retrato
?	SENT	?
Faetonte	NOM	<unknown>
.	SENT	.
</s>
<s>
Dize	V	dizer
.	SENT	.
</s>
<s>
Chichisbéu	NOM	<unknown>
.	SENT	.
</s>
<s>
Ao	PRP+DET	a
depois	ADV	depois
não	ADV	não
te	P	te
arrependas	V	arrepender
...	SENT	.
</s>
<s>..
Faetonte	NOM	<unknown>
.	SENT	.
</s>
<s>
Dize	V	dizer
,	VIRG	,
que	PR	que
me	P	me
não	ADV	não
hei-de	V	haver
arrepender	V	arrepender
;	SENT	;
de	PRP	de
quem	PR	quem
é	V	ser
?	SENT	?
Chichisbéu	NOM	<unknown>
.	SENT	.
</s>
<s>
É	V	ser
de	PRP	de
uma	DET	uma
mulher	NOM	mulher
.	SENT	.
</s>
<s>
Faetonte	NOM	<unknown>
.	SENT	.
</s>
<s>
Mas	CONJ	mas
que	PR	que
mulher	NOM	mulher
é	V	ser
essa	P	essa
,	VIRG	,
e	CONJ	e
aonde	P	aonde
está	V	estar
?	SENT	?
Chichisbéu	NOM	<unknown>
.	SENT	.
</s>
<s>
Está	V	estar
pintada	V	pintar
em	PRP	em
cobre	NOM	cobre
.	SENT	.
</s>
<s>
Não	ADV	não
a	P	a
vê	V	ver
?	SENT	?
Faetonte	NOM	<unknown>
.	SENT	.
</s>
<s>
Isso	P	isso
é	V	ser
a	DET	a
pintura	NOM	pintura
.	SENT	.
</s>
<s>
Chichisbéu	NOM	<unknown>
.	SENT	.
</s>
<s>
Sim	ADV	sim
,	VIRG	,
a	DET	a
pintura	NOM	pintura
;	SENT	;
pois	CONJ	pois
que	PR	que
pergunta	V	perguntar
vossa	P	vossa
mercê	NOM	mercê
?	SENT	?
Faetonte	NOM	<unknown>
.	SENT	.
</s>
<s>
De	PRP	de
quem	PR	quem
é	V	ser
o	DET	o
retrato	NOM	retrato
?	SENT	?
Chichisbéu	NOM	<unknown>
.	SENT	.
</s>
<s>
Parece-me	V+P	parecer
que	CONJSUB	que
é	V	ser
de	PRP	de
Apeles	NOM	<unknown>
;	SENT	;
ou	CONJ	ou
eu	P	eu
me	P	me
enganarei	V	enganar
.	SENT	.
</s>
<s>
Faetonte	NOM	<unknown>
.	SENT	.
</s>
<s>
Já	ADV	já
me	P	me
desesperas	V	desesperar
!	SENT	!
Dize-me	V+P	dizer
e	CONJ	e
desengana-me	V	<unknown>
já	ADV	já
qual	PR	qual
é	V	ser
o	DET	o
original	NOM	original
deste	PRP+P	de
retrato	NOM	retrato
.	SENT	.
</s>
<s>
Chichisbéu	NOM	<unknown>
.	SENT	.
</s>
<s>
Isso	P	isso
é	V	ser
outra	ADJ	outro
cousa	NOM	coisa
!	SENT	!
Já	ADV	já
me	P	me
retrato	V	retratar
;	SENT	;
e	CONJ	e
,	VIRG	,
para	PRP	para
lho	P	ele
dizer	V	dizer
com	PRP	com
mais	ADV	mais
certeza	NOM	certeza
,	VIRG	,
deixe-me	V+P	deixar
ver	V	ver
nos	PRP+DET	em
meus	ADJ	meu
alfarrábios	NOM	alfarrábio
.	SENT	.
</s>
<s>
Folheando	V	folhear
Chichisbéu	NOM	<unknown>
o	DET	o
livro	NOM	livro
,	VIRG	,
canta	V	cantar
a	DET	a
seguinte	ADJ	seguinte
ÁRIA	NOM	ária
Vagos	NOM	vago
espíritos	NOM	espírito
do	PRP+DET	de
negro	ADJ	negro
Cocito	NOM	<unknown>
,	VIRG	,
respondei-me	V	<unknown>
já	ADV	já
por	PRP	por
mágica	ADJ	mágico
,	VIRG	,
mégica	V	<unknown>
,	VIRG	,
mígica	V	<unknown>
,	VIRG	,
quem	PR	quem
é	V	ser
de	PRP	de
Faetonte	NOM	<unknown>
a	PRP	a
bela	ADJ	belo
fregona	NOM	<unknown>
.	SENT	.
</s>
<s>
Seu	ADJ	seu
pai	NOM	pai
,	VIRG	,
seu	ADJ	seu
avô	NOM	avô
quem	PR	quem
é	V	ser
,	VIRG	,
quem	PR	quem
será	V	ser
?	SENT	?
Que	PR	que
a	DET	a
fúria	NOM	fúria
somente	ADV	somente
do	PRP+DET	de
abismo	NOM	abismo
fervente	ADJ	fervente
de	PRP	de
uma	DET	uma
mulher	NOM	mulher
saber	V	saber
poderá	V	poder
.	SENT	.
</s>
<s>
Fíton	NOM	<unknown>
.	SENT	.
</s>
<s>
Senhor	P	senhor
,	VIRG	,
agora	ADV	agora
reparo	V	reparar
!	SENT	!
Aquele	P	aquele
é	V	ser
o	DET	o
meu	ADJ	meu
livro	NOM	livro
e	CONJ	e
o	DET	o
meu	ADJ	meu
vestido	NOM	vestido
!	SENT	!
Este	DET	este
homem	NOM	homem
deve	V	dever
ser	V	ser
algum	ADJ	algum
velhaco	NOM	velhaco
.	SENT	.
</s>
<s>
Faetonte	NOM	<unknown>
.	SENT	.
</s>
<s>
Assim	ADV	assim
me	P	me
parece	V	parecer
.	SENT	.
</s>
<s>
Já	ADV	já
sei	V	saber
que	CONJSUB	que
és	V	ser
um	DET	um
fingido	NOM	fingido
ignorante	ADJ	ignorante
.	SENT	.
</s>
<s>
Chichisbéu	NOM	<unknown>
.	SENT	.
</s>
<s>
Sabes	V	saber
mais	ADV	mais
do	PRP+DET	de
que	PR	que
eu	P	eu
.	SENT	.
</s>
<s>
Fíton	NOM	<unknown>
.	SENT	.
</s>
<s>
Quem	PR	quem
te	P	te
deu	V	dar
esse	DET	esse
livro	NOM	livro
?	SENT	?
Chichisbéu	NOM	<unknown>
.	SENT	.
</s>
<s>
Ninguém	P	ninguém
,	VIRG	,
porque	CONJ	porque
o	P	o
achei	V	achar
.	SENT	.
</s>
<s>
Faetonte	NOM	<unknown>
.	SENT	.
</s>
<s>
Pois	CONJ	pois
como	CONJ	como
insolente	ADJ	insolente
me	P	me
pretendias	V	pretender
enganar	V	enganar
?	SENT	?
Chichisbéu	NOM	<unknown>
.	SENT	.
</s>
<s>
Venha	V	vir
cá	ADV	cá
!	SENT	!
Tão	ADV	tão
louquinho	ADJ	louco
está	V	estar
,	VIRG	,
que	PR	que
me	P	me
não	ADV	não
conhece	V	conhecer
?	SENT	?
Não	ADV	não
vê	V	ver
que	CONJSUB	que
sou	V	ser
Chichisbéu	NOM	<unknown>
?	SENT	?
Faetonte	NOM	<unknown>
.	SENT	.
</s>
<s>
Agora	ADV	agora
reparo	V	reparar
!	SENT	!
Chichisbéu	NOM	<unknown>
,	VIRG	,
é	V	ser
possível	ADJ	possível
que	PR	que
te	P	te
vejo	V	ver
?	SENT	?
Chichisbéu	NOM	<unknown>
.	SENT	.
</s>
<s>
O	P	o
ver-me	V+P	ver
é	V	ser
o	DET	o
menos	ADV	menos
,	VIRG	,
que	PR	que
isso	P	isso
fará	V	fazer
quem	PR	quem
não	ADV	não
for	V	ir
cego	ADJ	cego
.	SENT	.
</s>
<s>
O	P	o
achar-me	V+P	achar
feito	V	fazer
mágico	ADJ	mágico
é	V	ser
o	DET	o
mais	ADV	mais
.	SENT	.
</s>
<s>
Faetonte	NOM	<unknown>
.	SENT	.
</s>
<s>
Como	CONJ	como
é	V	ser
isso	P	isso
?	SENT	?
Conta-me	V+P	contar
.	SENT	.
</s>
<s>
Chichisbéu	NOM	<unknown>
.	SENT	.
</s>
<s>
Depois	ADV	depois
que	CONJSUB	que
de	PRP	de
Tessália	NOM	<unknown>
partimos	V	partir
atrás	ADV	atrás
do	PRP+DET	de
original	ADJ	original
daquele	PRP+P	aquele
maldito	ADJ	maldito
retrato	NOM	retrato
,	VIRG	,
chegámos	V	chegar
a	DET	a
Itália	NOM	Itália
,	VIRG	,
quando	CONJ	quando
,	VIRG	,
em	PRP	em
duas	CARD	dois
palhetadas	V	palhetar
,	VIRG	,
embrenhando-se	V+P	embrenhar
vossa	ADJ	vossa
mercê	NOM	mercê
pelos	PRP+DET	por
bosques	NOM	bosque
do	PRP+DET	de
Erídano	NOM	erídano
,	VIRG	,
o	P	o
perdi	V	perder
de	PRP	de
vista	NOM	vista
,	VIRG	,
sem	PRP	sem
que	PR	que
a	DET	a
furo	NOM	furo
a	PRP	a
da	PRP+DET	de
diligência	NOM	diligência
o	P	o
pudesse	V	poder
desencovar	V	desencovar
.	SENT	.
