<text id="silva1733">
<s>
VIDA	NOM	vida
Como	CONJ	como
está	V	estar
vossa	P	vossa
mercê	NOM	mercê
?	SENT	?
Sancho	NOM	sancho
.	SENT	.
</s>
<s>
Para	PRP	para
servir	V	servir
a	DET	a
vossa	ADJ	vossa
mercê	NOM	mercê
.	SENT	.
</s>
<s>
Tabelião	NOM	tabelião
.	SENT	.
</s>
<s>
Para	PRP	para
servir	V	servir
a	DET	a
nosso	ADJ	nosso
Senhor	NOM	senhor
,	VIRG	,
que	PR	que
lhe	P	lhe
dará	V	dar
bom	ADJ	bom
pago	NOM	pago
.	SENT	.
</s>
<s>
Que	PR	que
quer	V	querer
vossa	P	vossa
mercê	NOM	mercê
?	SENT	?
Sancho	NOM	sancho
.	SENT	.
</s>
<s>
Sente-se	V+P	sentar
vossa	ADJ	vossa
mercê	NOM	mercê
muito	ADJ	muito
a	PRP	a
seu	ADJ	seu
gosto	NOM	gosto
na	PRP+DET	em
ponta	NOM	ponta
desse	PRP+P	de
espeto	NOM	espeto
.	SENT	.
</s>
<s>
Tabelião	NOM	tabelião
.	SENT	.
</s>
<s>
Eu	P	eu
aqui	ADV	aqui
me	P	me
acomodo	V	acomodar
;	SENT	;
estou	V	estar
bem	ADV	bem
:	SENT	:
aos	PRP+DET	a
pés	NOM	pé
de	PRP	de
vossa	ADJ	vossa
mercê	NOM	mercê
é	V	ser
o	DET	o
meu	ADJ	meu
lugar	NOM	lugar
.	SENT	.
</s>
<s>
Sancho	NOM	sancho
.	SENT	.
</s>
<s>
Saberá	V	saber
vossa	P	vossa
mercê	NOM	mercê
que	PR	que
eu	P	eu
quero	V	querer
fazer	V	fazer
o	DET	o
meu	ADJ	meu
testamento	NOM	testamento
por	PRP	por
escrito	NOM	escrito
,	VIRG	,
que	PR	que
me	P	me
dizem	V	dizer
que	CONJSUB	que
o	DET	o
nuncuchupativo	ADJ	<unknown>
não	ADV	não
é	V	ser
tão	ADV	tão
bem	ADV	bem
.	SENT	.
</s>
<s>
Sabe	V	saber
vossa	P	vossa
mercê	NOM	mercê
fazer	V	fazer
testamentos	NOM	testamento
?	SENT	?
Tabelião	NOM	tabelião
.	SENT	.
</s>
<s>
Suposto	ADJ	suposto
que	PR	que
eu	P	eu
nunca	ADV	nunca
fizesse	V	fazer
testamento	NOM	testamento
,	VIRG	,
contudo	CONJ	contudo
já	ADV	já
fiz	V	fazer
um	DET	um
escrito	NOM	escrito
de	PRP	de
casamento	NOM	casamento
a	PRP	a
uma	DET	uma
negra	ADJ	negro
;	SENT	;
e	CONJ	e
quem	PR	quem
faz	V	fazer
uma	DET	uma
cousa	NOM	coisa
,	VIRG	,
também	ADV	também
faz	V	fazer
outra	P	outra
.	SENT	.
</s>
<s>
Sancho	NOM	sancho
.	SENT	.
</s>
<s>
Isso	P	isso
basta	V	bastar
e	CONJ	e
sobeja	V	sobejar
.	SENT	.
</s>
<s>
Ora	CONJ	ora
sente-se	V+P	sentar
;	SENT	;
aí	ADV	aí
tem	V	ter
papel	NOM	papel
selado	ADJ	selado
,	VIRG	,
que	PR	que
já	ADV	já
me	P	me
serviu	V	servir
em	PRP	em
várias	ADJ	vário
necessidades	NOM	necessidade
.	SENT	.
</s>
<s>
É	V	ser
bom	ADJ	bom
papel	NOM	papel
:	SENT	:
tudo	P	tudo
o	P	o
que	PR	que
se	P	se
escreve	V	escrever
de	PRP	de
uma	DET	uma
banda	NOM	banda
,	VIRG	,
se	P	se
pode	V	poder
ler	V	ler
da	PRP+DET	de
outra	ADJ	outro
com	PRP	com
muita	ADJ	muita
facilidade	NOM	facilidade
.	SENT	.
</s>
<s>
Ora	CONJ	ora
ponha	V	pôr
uma	DET	uma
perna	NOM	perna
sobre	PRP	sobre
a	DET	a
outra	ADJ	outro
;	SENT	;
escreva	V	escrever
à	PRP+DET	a
sua	ADJ	sua
vontade	NOM	vontade
.	SENT	.
</s>
<s>
Tabelião	NOM	tabelião
.	SENT	.
</s>
<s>
De	PRP	de
qualquer	ADJ	qualquer
sorte	NOM	sorte
estou	V	estar
bem	ADV	bem
,	VIRG	,
para	PRP	para
servir	V	servir
a	DET	a
vossa	ADJ	vossa
mercê	NOM	mercê
.	SENT	.
</s>
<s>
Sancho	NOM	sancho
.	SENT	.
</s>
<s>
Para	PRP	para
servir	V	servir
a	DET	a
Deus	NOM	deus
.	SENT	.
</s>
<s>
Olhe	V	olhar
,	VIRG	,
meu	ADJ	meu
amigo	NOM	amigo
,	VIRG	,
não	ADV	não
faça	V	fazer
ceremónias	NOM	<unknown>
:	SENT	:
desaperte-se	V	<unknown>
,	VIRG	,
tire	V	tirar
fora	V	ir
os	DET	o
calções	NOM	calção
,	VIRG	,
ponha-se	V+P	pôr
em	PRP	em
fralda	NOM	fralda
de	PRP	de
camisa	NOM	camisa
,	VIRG	,
esteja	V	estar
a	DET	a
seu	ADJ	seu
gosto	NOM	gosto
;	SENT	;
e	CONJ	e
enquanto	CONJ	enquanto
escreve	V	escrever
,	VIRG	,
se	P	se
quiser	V	querer
tanger	V	tanger
bandurra	V	bandurrar
,	VIRG	,
aí	ADV	aí
a	P	a
tenho	V	ter
muito	ADV	muito
boa	ADJ	bom
,	VIRG	,
que	PR	que
me	P	me
veio	V	vir
de	PRP	de
Berberia	NOM	<unknown>
.	SENT	.
</s>
<s>
Tabelião	NOM	tabelião
.	SENT	.
</s>
<s>
Vamos	I	vamos
ao	PRP+DET	a
testamento	NOM	testamento
,	VIRG	,
que	PR	que
tenho	V	ter
que	CONJSUB	que
ir	V	ir
dar	V	dar
de	PRP	de
beber	V	beber
às	PRP+DET	a
minhas	ADJ	minha
bestas	NOM	besta
.	SENT	.
</s>
<s>
Sancho	NOM	sancho
.	SENT	.
</s>
<s>
Ora	CONJ	ora
vá	V	ir
lá	ADV	lá
fazendo	V	fazer
a	DET	a
cabeça	NOM	cabeça
do	PRP+DET	de
testamento	NOM	testamento
,	VIRG	,
que	PR	que
isso	P	isso
pertence	V	pertencer
aos	PRP+DET	a
tabeliães	NOM	tabelião
.	SENT	.
</s>
<s>
Tabelião	NOM	tabelião
.	SENT	.
</s>
<s>
Está	V	estar
feita	V	fazer
.	SENT	.
</s>
<s>
Sancho	NOM	sancho
.	SENT	.
</s>
<s>
Vejamos	V	ver
.	SENT	.
</s>
<s>
Homem	NOM	homem
,	VIRG	,
esta	DET	esta
cabeça	NOM	cabeça
não	ADV	não
presta	ADJ	presto
.	SENT	.
</s>
<s>
Você	P	você
não	ADV	não
lhe	P	lhe
põe	V	pôr
cabeleira	NOM	cabeleira
?	SENT	?
Ui	I	ui
,	VIRG	,
Senhor	NOM	senhor
.	SENT	.
</s>
<s>
Ponha-lha	V	<unknown>
em	PRP	em
todo	ADJ	todo
o	DET	o
caso	NOM	caso
,	VIRG	,
que	PR	que
este	DET	este
testamento	NOM	testamento
há-de	V	haver
aparecer	V	aparecer
em	PRP	em
público	NOM	público
,	VIRG	,
e	CONJ	e
não	ADV	não
é	V	ser
bem	ADV	bem
que	PR	que
vá	V	ir
uma	DET	uma
cabeça	NOM	cabeça
sem	PRP	sem
compostura	NOM	compostura
.	SENT	.
</s>
<s>
Tabelião	NOM	tabelião
.	SENT	.
</s>
<s>
Aí	ADV	aí
lhe	P	lhe
ponho	V	pôr
a	DET	a
cabeleira	NOM	cabeleira
.	SENT	.
</s>
<s>
Que	PR	que
mais	ADV	mais
?	SENT	?
Sancho	NOM	sancho
.	SENT	.
</s>
<s>
Espere	V	esperar
,	VIRG	,
espere	V	esperar
.	SENT	.
</s>
<s>
Já	ADV	já
lhe	P	lhe
pôs	V	pôr
a	DET	a
cabeleira	NOM	cabeleira
?	SENT	?
Tabelião	NOM	tabelião
.	SENT	.
</s>
<s>
Já	ADV	já
,	VIRG	,
sim	ADV	sim
,	VIRG	,
Senhor	NOM	senhor
.	SENT	.
</s>
<s>
Sancho	NOM	sancho
.	SENT	.
</s>
<s>
Valha-me	V+P	valer
Deus	NOM	deus
!	SENT	!
Não	ADV	não
sei	V	saber
se	P	se
lhe	P	lhe
puséramos	V	pôr
antes	ADV	antes
uma	DET	uma
carapuça	NOM	carapuça
preta	ADJ	preto
,	VIRG	,
que	PR	que
é	V	ser
cor	NOM	cor
de	PRP	de
quem	PR	quem
morre	V	morrer
!	SENT	!
Veja	V	ver
se	P	se
lhe	P	lhe
pode	V	poder
tirar	V	tirar
a	DET	a
cabeleira	NOM	cabeleira
,	VIRG	,
por	PRP	por
vida	NOM	vida
sua	ADJ	sua
.	SENT	.
</s>
<s>
Tabelião	NOM	tabelião
.	SENT	.
</s>
<s>
Eu	P	eu
a	P	a
borro	V	borrar
,	VIRG	,
e	CONJ	e
lhe	P	lhe
ponho	V	pôr
a	DET	a
carapuça	NOM	carapuça
.	SENT	.
</s>
<s>
Sancho	NOM	sancho
.	SENT	.
</s>
<s>
Homem	NOM	homem
,	VIRG	,
você	P	você
não	ADV	não
pode	V	poder
tirar	V	tirar
uma	DET	uma
cabeleira	NOM	cabeleira
a	PRP	a
uma	DET	uma
pessoa	NOM	pessoa
da	PRP+DET	de
cabeça	NOM	cabeça
,	VIRG	,
sem	PRP	sem
a	P	a
borrar	V	borrar
?	SENT	?
Ora	CONJ	ora
vá	V	ir
como	CONJ	como
for	V	ir
,	VIRG	,
eu	P	eu
cá	ADV	cá
ao	PRP+DET	a
depois	ADV	depois
lhe	P	lhe
farei	V	fazer
isso	P	isso
.	SENT	.
</s>
<s>
Digo	V	dizer
primeiramente	ADV	primeiramente
...	SENT	.
</s>
<s>..
Tabelião	NOM	tabelião
.	SENT	.
</s>
<s>
Mente	V	mentir
.	SENT	.
</s>
<s>
Sancho	NOM	sancho
.	SENT	.
</s>
<s>
Mente	V	mentir
ele	P	ele
,	VIRG	,
grandíssimo	ADJ	grande
magano	V	<unknown>
.	SENT	.
</s>
<s>
A	DET	a
mim	P	mim
me	P	me
desmente	V	desmentir
na	PRP+DET	em
minha	ADJ	minha
cara	NOM	cara
?	SENT	?
!	SENT	!
Tabelião	NOM	tabelião
.	SENT	.
</s>
<s>
Este	P	este
mente	V	mentir
é	V	ser
cá	ADV	cá
do	PRP+DET	de
testamento	NOM	testamento
,	VIRG	,
que	PR	que
não	ADV	não
ofende	V	ofender
a	PRP	a
ninguém	P	ninguém
.	SENT	.
</s>
<s>
Sancho	NOM	sancho
.	SENT	.
</s>
<s>
Isso	P	isso
é	V	ser
outra	ADJ	outro
cousa	NOM	coisa
.	SENT	.
</s>
<s>
Declaro	V	declarar
,	VIRG	,
por	PRP	por
descargo	NOM	descargo
de	PRP	de
minha	ADJ	minha
consciência	NOM	consciência
,	VIRG	,
que	PR	que
me	P	me
chamo	V	chamar
Sancho	NOM	sancho
Pança	NOM	pança
,	VIRG	,
natural	ADJ	natural
do	PRP+DET	de
bom	ADJ	bom
génio	NOM	génio
;	SENT	;
declaro	V	declarar
mais	ADV	mais
que	PR	que
fui	V	ir
casado	ADJ	casado
dezanove	NOM	dezanove
vezes	NOM	vez
,	VIRG	,
todas	ADJ	todo
contra	PRP	contra
minha	ADJ	minha
vontade	NOM	vontade
.	SENT	.
</s>
<s>
Item	NOM	item
,	VIRG	,
que	PR	que
desta	PRP+P	de
última	ADJ	último
mulher	NOM	mulher
tenho	V	ter
...	SENT	.
</s>
<s>..
Teresa	NOM	Teresa
.	SENT	.
</s>
<s>
Criada	V	criar
de	PRP	de
vossa	P	vossa
mercê	NOM	mercê
.	SENT	.
</s>
<s>
Sancho	NOM	sancho
.	SENT	.
</s>
<s>
Calai-vos	V+P	calar
lá	ADV	lá
,	VIRG	,
tola	NOM	tola
;	SENT	;
não	ADV	não
embaraceis	V	embaraçar
o	DET	o
pavio	NOM	pavio
da	PRP+DET	de
história	NOM	história
.	SENT	.
</s>
<s>
Tenho	V	ter
três	CARD	três
filhos	NOM	filho
,	VIRG	,
cujos	PR	cujo
nomes	NOM	nome
me	P	me
não	ADV	não
lembram	V	lembrar
por	PRP	por
ora	CONJ	ora
.	SENT	.
</s>
<s>
Item	NOM	item
,	VIRG	,
que	PR	que
sou	V	ser
senhor	ADJ	senhor
e	CONJ	e
possuidor	ADJ	possuidor
de	PRP	de
muitos	ADJ	muito
bens	NOM	bem
móvitos	V	<unknown>
e	CONJ	e
de	PRP	de
raiz	NOM	raiz
,	VIRG	,
e	CONJ	e
outros	ADJ	outro
sem	PRP	sem
raiz	NOM	raiz
:	SENT	:
os	DET	o
móvitos	NOM	<unknown>
vêm	V	vir
a	PRP	a
ser	V	ser
duas	CARD	dois
bassouras	V	<unknown>
do	PRP+DET	de
Algarve	NOM	<unknown>
,	VIRG	,
dous	V	<unknown>
esfolinhadores	NOM	<unknown>
da	PRP+DET	de
chaminé	NOM	chaminé
,	VIRG	,
e	CONJ	e
uma	DET	uma
rótula	NOM	rótula
já	ADV	já
furada	ADJ	furado
.	SENT	.
</s>
<s>
Item	NOM	item
trinta	CARD	trinta
e	CONJ	e
três	CARD	três
cadeiras	NOM	cadeira
,	VIRG	,
que	PR	que
já	ADV	já
deram	V	dar
com	PRP	com
o	DET	o
couro	NOM	couro
à	PRP+DET	a
sola	NOM	sola
.	SENT	.
</s>
<s>
Item	NOM	item
mais	ADV	mais
um	DET	um
bufete	NOM	bufete
de	PRP	de
pau	NOM	pau
,	VIRG	,
que	PR	que
veio	V	vir
de	PRP	de
bordo	NOM	bordo
,	VIRG	,
três	CARD	três
painéis	NOM	painel
já	ADV	já
em	PRP	em
muito	ADV	muito
bom	ADJ	bom
uso	NOM	uso
,	VIRG	,
a	DET	a
saber	NOM	saber
;	SENT	;
um	DET	um
do	PRP+DET	de
Mundo	NOM	mundo
às	PRP+DET	a
avessas	NOM	avesso
,	VIRG	,
outro	ADJ	outro
de	PRP	de
um	DET	um
navio	NOM	navio
que	PR	que
pintou	V	pintar
o	DET	o
meu	ADJ	meu
pequeno	ADJ	pequeno
;	SENT	;
e	CONJ	e
outro	P	outro
que	PR	que
já	ADV	já
se	P	se
não	ADV	não
sabe	V	saber
que	CONJSUB	que
pintura	NOM	pintura
tem	V	ter
;	SENT	;
porém	CONJ	porém
supondo	V	supor
que	CONJSUB	que
seria	V	ser
boa	ADJ	bom
.	SENT	.
</s>
<s>
Item	NOM	item
um	DET	um
espelho	NOM	espelho
de	PRP	de
despir	V	despir
sem	PRP	sem
aço	NOM	aço
,	VIRG	,
um	DET	um
mafamede	NOM	<unknown>
da	PRP+DET	de
índia	NOM	índio
,	VIRG	,
com	PRP	com
seu	ADJ	seu
tapete	NOM	tapete
de	PRP	de
Arraiolos	NOM	<unknown>
,	VIRG	,
coberto	V	cobrir
por	PRP	por
cima	NOM	cima
.	SENT	.
</s>
<s>
Item	NOM	item
uma	DET	uma
excelente	ADJ	excelente
manta	NOM	manta
de	PRP	de
retalhos	NOM	retalho
,	VIRG	,
que	PR	que
me	P	me
veio	V	vir
do	PRP+DET	de
Japão	NOM	Japão
,	VIRG	,
e	CONJ	e
outra	P	outra
,	VIRG	,
que	PR	que
me	P	me
há-de	V	haver
vir	V	ver
do	PRP+DET	de
Jaqueijo	NOM	<unknown>
.	SENT	.
</s>
<s>
Item	NOM	item
uma	DET	uma
formosa	ADJ	formoso
teia	NOM	teia
de	PRP	de
aranhas	NOM	aranha
,	VIRG	,
duas	CARD	dois
colheres	NOM	colher
de	PRP	de
tartaruga	NOM	tartaruga
bastarda	ADJ	bastardo
,	VIRG	,
um	DET	um
bispote	V	<unknown>
e	CONJ	e
o	DET	o
mais	ADV	mais
trém	ADJ	<unknown>
da	PRP+DET	de
cozinha	NOM	cozinha
.	SENT	.
</s>
<s>
Ora	CONJ	ora
vamos	V	ir
agora	ADV	agora
aos	PRP+DET	a
bens	NOM	bem
de	PRP	de
raiz	NOM	raiz
:	SENT	:
Declaro	V	declarar
que	CONJSUB	que
tenho	V	ter
umas	DET	uma
casas	NOM	casa
na	PRP+DET	em
minha	ADJ	minha
véstia	NOM	véstia
.	SENT	.
</s>
<s>
Item	NOM	item
um	DET	um
parreiral	NOM	parreiral
de	PRP	de
uvas	NOM	uva
de	PRP	de
cão	NOM	cão
no	PRP+DET	em
meu	ADJ	meu
telhado	NOM	telhado
.	SENT	.
</s>
<s>
Item	NOM	item
dous	V	<unknown>
vasos	NOM	vaso
,	VIRG	,
um	DET	um
de	PRP	de
ensaião	NOM	<unknown>
,	VIRG	,
e	CONJ	e
outro	P	outro
que	PR	que
teve	V	ter
arruda	NOM	arruda
,	VIRG	,
que	PR	que
ainda	ADV	ainda
se	P	se
conhece	V	conhecer
pelo	PRP+DET	por
cheiro	NOM	cheiro
.	SENT	.
</s>
<s>
Item	NOM	item
mais	ADV	mais
uma	DET	uma
árvore	NOM	árvore
de	PRP	de
geração	NOM	geração
.	SENT	.
</s>
<s>
Passemos	V	passar
agora	ADV	agora
ao	PRP+DET	a
meu	ADJ	meu
gado	NOM	gado
.	SENT	.
</s>
<s>
Em	PRP	em
primeiro	CARD	primeiro
lugar	NOM	lugar
,	VIRG	,
tenho	V	ter
um	DET	um
burro	NOM	burro
,	VIRG	,
que	PR	que
lhe	P	lhe
chamam	V	chamar
o	DET	o
ruço	NOM	ruço
por	PRP	por
alcunha	NOM	alcunha
;	SENT	;
tenho	V	ter
mais	ADV	mais
duas	CARD	dois
cadelas	NOM	cadela
paridas	V	parir
.	SENT	.
</s>
<s>
Declaro	V	declarar
que	CONJSUB	que
me	P	me
não	ADV	não
devem	V	dever
nada	P	nada
,	VIRG	,
e	CONJ	e
que	PR	que
eu	P	eu
devo	V	dever
os	DET	o
cabelos	NOM	cabelo
da	PRP+DET	de
cabeça	NOM	cabeça
.	SENT	.
</s>
<s>
Deixo	V	deixar
a	DET	a
minha	ADJ	minha
mulher	NOM	mulher
tudo	P	tudo
quanto	ADV	quanto
puder	V	poder
furtar	V	furtar
no	PRP+DET	em
inventário	NOM	inventário
.	SENT	.
</s>
<s>
Deixo	V	deixar
a	DET	a
minha	ADJ	minha
filha	NOM	filho
Sanchica	V	<unknown>
o	DET	o
meu	ADJ	meu
bom	ADJ	bom
coração	NOM	coração
e	CONJ	e
aos	PRP+DET	a
meus	ADJ	meu
dous	V	<unknown>
filhos	NOM	filho
lhes	P	lhes
não	ADV	não
deixo	V	deixar
nada	P	nada
,	VIRG	,
porque	CONJ	porque
,	VIRG	,
se	P	se
o	P	o
quiserem	V	querer
que	CONJSUB	que
o	P	o
furtem	V	furtar
,	VIRG	,
como	CONJ	como
eu	P	eu
fiz	V	fazer
.	SENT	.
</s>
<s>
Instituo	V	instituir
por	PRP	por
meu	ADJ	meu
universal	ADJ	universal
herdeiro	NOM	herdeiro
forçado	ADJ	forçado
a	PRP	a
um	DET	um
mouro	ADJ	mouro
da	PRP+DET	de
galé	NOM	galé
,	VIRG	,
a	DET	a
quem	PR	quem
peço	V	pedir
que	CONJSUB	que
faça	V	fazer
pela	PRP+DET	por
minha	ADJ	minha
alma	NOM	alma
o	DET	o
mesmo	ADJ	mesmo
que	PR	que
eu	P	eu
fizera	V	fazer
pela	PRP+DET	por
sua	ADJ	sua
.	SENT	.
</s>
<s>
Tal	P	tal
parte	NOM	parte
,	VIRG	,
em	PRP	em
lugar	NOM	lugar
do	PRP+DET	de
cu	NOM	cu
de	PRP	de
Judas	NOM	judas
,	VIRG	,
tantos	P	tanto
do	PRP+DET	de
mês	NOM	mês
passado	ADJ	passado
,	VIRG	,
&c	NOM	<unknown>
.	SENT	.
</s>
<s>
Tabelião	NOM	tabelião
.	SENT	.
</s>
<s>
Ora	CONJ	ora
assine-se	V	<unknown>
vossa	P	vossa
mercê	NOM	mercê
aqui	ADV	aqui
atrás	ADV	atrás
.	SENT	.
</s>
<s>
Sancho	NOM	sancho
.	SENT	.
</s>
<s>
Atrás	ADV	atrás
só	ADV	só
me	P	me
assinarei	V	assinar
,	VIRG	,
se	P	se
for	V	ir
pena	NOM	pena
a	PRP	a
sua	ADJ	sua
língua	NOM	língua
;	SENT	;
dou	V	dar
por	PRP	por
assinado	NOM	assinado
,	VIRG	,
que	PR	que
eu	P	eu
em	PRP	em
tal	P	tal
não	ADV	não
assino	V	assinar
.	SENT	.
</s>
<s>
Tabelião	NOM	tabelião
.	SENT	.
</s>
<s>
É	V	ser
preciso	ADJ	preciso
,	VIRG	,
que	PR	que
sem	PRP	sem
isso	P	isso
não	ADV	não
vale	V	valer
nada	P	nada
o	DET	o
testamento	NOM	testamento
.	SENT	.
</s>
<s>
Sancho	NOM	sancho
.	SENT	.
</s>
<s>
E	CONJ	e
que	PR	que
tem	V	ter
ninguém	P	ninguém
que	PR	que
ele	P	ele
valha	V	valer
,	VIRG	,
ou	CONJ	ou
não	ADV	não
valha	V	valer
?	SENT	?
Olhem	V	olhar
que	CONJSUB	que
está	V	estar
galante	ADJ	galante
!	SENT	!
De	PRP	de
quem	PR	quem
é	V	ser
o	DET	o
testamento	NOM	testamento
?	SENT	?
Não	ADV	não
é	V	ser
meu	ADJ	meu
?	SENT	?
Pois	CONJ	pois
posso	V	poder
fazer	V	fazer
dele	PRP+P	de
o	DET	o
que	PR	que
quiser	V	querer
.	SENT	.
</s>
<s>
Mulher	NOM	mulher
,	VIRG	,
guardai	V	guardar
bem	ADV	bem
este	DET	este
papel	NOM	papel
;	SENT	;
vede	V	vedar
que	CONJSUB	que
não	ADV	não
o	DET	o
percais	NOM	percal
,	VIRG	,
que	PR	que
pode	V	poder
servir	V	servir
para	PRP	para
mechas	NOM	mecha
.	SENT	.
</s>
<s>
Ora	CONJ	ora
adeus	NOM	adeus
,	VIRG	,
mulher	NOM	mulher
;	SENT	;
dai-me	V+P	dar
um	DET	um
abraço	NOM	abraço
.	SENT	.
</s>
<s>
Teresa	NOM	Teresa
.	SENT	.
</s>
<s>
Ai	I	ai
marido	NOM	marido
,	VIRG	,
lembrai-vos	V+P	lembrar
da	PRP+DET	de
vossa	ADJ	vossa
casa	NOM	casa
;	SENT	;
não	ADV	não
andeis	V	andar
de	PRP	de
noite	NOM	noite
;	SENT	;
não	ADV	não
me	P	me
deis	V	dar
mais	ADV	mais
penas	NOM	pena
.	SENT	.
</s>
<s>
Sancho	NOM	sancho
.	SENT	.
</s>
<s>
Ó	I	ó
filha	NOM	filho
,	VIRG	,
não	ADV	não
tenho	V	ter
que	CONJSUB	que
encomendar-te	V	<unknown>
a	DET	a
tua	ADJ	tua
honra	NOM	honra
,	VIRG	,
que	PR	que
é	V	ser
o	DET	o
melhor	ADJ	melhor
camafeu	NOM	camafeu
que	PR	que
tens	V	ter
.	SENT	.
</s>
<s>
Se	P	se
alguém	P	alguém
,	VIRG	,
quando	CONJ	quando
estiveres	V	estar
na	PRP+DET	em
janela	NOM	janela
,	VIRG	,
te	P	te
fizer	V	fazer
um	DET	um
bicho	NOM	bicho
,	VIRG	,
corresponde-lhe	V+P	corresponder
com	PRP	com
outro	P	outro
,	VIRG	,
que	PR	que
a	DET	a
cortesia	NOM	cortesia
nunca	ADV	nunca
se	P	se
perde	V	perder
.	SENT	.
</s>
<s>
Ouves	V	ouvir
?	SENT	?
Nunca	ADV	nunca
dês	V	dar
o	DET	o
sim	ADV	sim
a	PRP	a
tudo	P	tudo
o	DET	o
que	PR	que
te	P	te
pedirem	V	pedir
;	SENT	;
porque	CONJ	porque
desta	PRP+P	de
sorte	NOM	sorte
serás	V	ser
bem	ADV	bem
reputada	ADJ	reputado
.	SENT	.
</s>
<s>
Teresa	NOM	Teresa
.	SENT	.
</s>
<s>
Pois	CONJ	pois
,	VIRG	,
já	ADV	já
que	PR	que
te	P	te
ausentas	V	ausentar
,	VIRG	,
ó	I	ó
meu	P	meu
amado	V	amar
Sancho	NOM	sancho
,	VIRG	,
despeçamo-nos	V	<unknown>
cantando	V	cantar
.	SENT	.
</s>
<s>
Sancho	NOM	sancho
.	SENT	.
</s>
<s>
Ora	CONJ	ora
vá	V	ir
,	VIRG	,
que	PR	que
eu	P	eu
começo	V	começar
.	SENT	.
</s>
<s>
Cantam	V	cantar
Sancho	NOM	sancho
e	CONJ	e
a	DET	a
mulher	NOM	mulher
a	PRP	a
seguinte	ADJ	seguinte
ÁRIA	NOM	ária
A	NOM	a
DUO	NOM	duo
Sancho	NOM	sancho
.	SENT	.
</s>
<s>
Adeus	NOM	adeus
,	VIRG	,
Teresa	NOM	Teresa
amada	ADJ	amado
.	SENT	.
</s>
<s>
Teresa	NOM	Teresa
.	SENT	.
</s>
<s>
Não	ADV	não
posso	V	poder
dar	V	dar
um	DET	um
passo	NOM	passo
.	SENT	.
</s>
<s>
Sancho	NOM	sancho
.	SENT	.
</s>
<s>
Adeus	NOM	adeus
,	VIRG	,
que	PR	que
não	ADV	não
é	V	ser
nada	P	nada
.	SENT	.
</s>
<s>
Teresa	NOM	Teresa
.	SENT	.
</s>
<s>
Oh	I	oh
triste	ADJ	triste
desgraçada	ADJ	desgraçado
!	SENT	!
Sancho	NOM	sancho
.	SENT	.
</s>
<s>
Dá	V	dar
cá	ADV	cá
,	VIRG	,
dá	V	dar
cá	ADV	cá
um	DET	um
abraço	NOM	abraço
.	SENT	.
</s>
<s>
Teresa	NOM	Teresa
.	SENT	.
</s>
<s>
Ai	I	ai
,	VIRG	,
que	PR	que
eu	P	eu
quero	V	querer
desmaiar	V	desmaiar
.	SENT	.
</s>
<s>
Mas	CONJ	mas
,	VIRG	,
ai	I	ai
de	PRP	de
mim	P	mim
!	SENT	!
Que	PR	que
vejo	V	ver
?	SENT	?
Sancho	NOM	sancho
.	SENT	.
</s>
<s>
Amado	ADJ	amado
Caranguejo	NOM	caranguejo
.	SENT	.
</s>
<s>
Teresa	NOM	Teresa
.	SENT	.
</s>
<s>
Teu	ADJ	teu
vil	ADJ	vil
rigor	NOM	rigor
não	ADV	não
chora	V	chorar
?	SENT	?
Sancho	NOM	sancho
.	SENT	.
</s>
<s>
Chora	V	chorar
tu	P	tu
,	VIRG	,
bela	ADJ	belo
aurora	NOM	aurora
,	VIRG	,
que	PR	que
eu	P	eu
nunca	ADV	nunca
em	PRP	em
despedidas	V	despedir
quis	V	querer
chorar	V	chorar
.	SENT	.
</s>
<s>
\num	V	<unknown>
parte_1_cena_3	V	<unknown>
\txt	NOM	<unknown>
Mutação	NOM	mutação
de	PRP	de
bosque	NOM	bosque
.	SENT	.
</s>
<s>
Aparece	V	aparecer
D.	NOM	<unknown>
Quixote	NOM	Quixote
a	PRP	a
cavalo	NOM	cavalo
com	PRP	com
lança	NOM	lança
e	CONJ	e
Sancho	NOM	sancho
em	PRP	em
um	DET	um
burro	NOM	burro
.	SENT	.
</s>
<s>
D.	NOM	<unknown>
Quixote	NOM	Quixote
.	SENT	.
</s>
<s>
Ainda	ADV	ainda
não	ADV	não
creio	V	crer
,	VIRG	,
amigo	NOM	amigo
Sancho	NOM	sancho
Pança	NOM	pança
,	VIRG	,
que	PR	que
me	P	me
vejo	V	ver
montado	ADJ	montado
em	PRP	em
rocinante	NOM	<unknown>
,	VIRG	,
para	PRP	para
prosseguir	V	prosseguir
minhas	ADJ	minha
aventuras	NOM	aventura
.	SENT	.
</s>
<s>
Sancho	NOM	sancho
.	SENT	.
</s>
<s>
Digo-lhe	V+P	dizer
a	DET	a
vossa	ADJ	vossa
mercê	NOM	mercê
,	VIRG	,
Senhor	NOM	senhor
meu	ADJ	meu
amo	V	amar
,	VIRG	,
que	PR	que
tenho	V	ter
o	DET	o
rabo	NOM	rabo
nesta	PRP+P	em
albarda	NOM	albarda
e	CONJ	e
me	P	me
parece	V	parecer
que	CONJSUB	que
o	P	o
tenho	V	ter
na	PRP+DET	em
palha	NOM	palha
da	PRP+DET	de
estrebaria	NOM	estrebaria
.	SENT	.
</s>
<s>
Oxalá	NOM	oxalá
que	PR	que
tenhamos	V	ter
melhor	ADJ	melhor
ventura	NOM	ventura
,	VIRG	,
