<text id="ortas1777">
<s>
Leitor	NOM	leitor
Príncipe	NOM	príncipe
.	SENT	.
</s>
<s>
Cantavam	V	cantar
aqueles	DET	aquele
povos	NOM	povo
desoprimidos	V	desoprimir
,	VIRG	,
florescendo	V	florescer
as	DET	a
artes	NOM	arte
,	VIRG	,
e	CONJ	e
o	DET	o
bem	ADV	bem
público	ADJ	público
;	SENT	;
mas	CONJ	mas
ainda	ADV	ainda
assim	ADV	assim
criei	V	criar
infinitos	ADJ	infinito
inimigos	NOM	inimigo
,	VIRG	,
ou	CONJ	ou
porque	CONJ	porque
a	DET	a
inveja	NOM	inveja
não	ADV	não
sofre	V	sofrer
alheios	ADJ	alheio
louvores	NOM	louvor
,	VIRG	,
ou	CONJ	ou
porque	CONJ	porque
dos	PRP+DET	de
benefícios	NOM	benefício
se	P	se
gera	V	gerar
a	DET	a
ingratidão	NOM	ingratidão
,	VIRG	,
pois	CONJ	pois
nasce	V	nascer
com	PRP	com
os	DET	o
homens	NOM	homem
,	VIRG	,
como	CONJ	como
caráter	NOM	caráter
,	VIRG	,
que	PR	que
recebam	V	receber
de	PRP	de
seu	ADJ	seu
nome	NOM	nome
,	VIRG	,
sendo	V	ser
neles	PRP+P	ele
gênio	NOM	gênio
antigo	ADJ	antigo
entregar	V	entregar
as	DET	a
dívidas	NOM	dívida
ao	PRP+DET	a
esquecimento	NOM	esquecimento
.	SENT	.
</s>
<s>
Dentro	ADV	dentro
em	PRP	em
palácio	NOM	palácio
me	P	me
acometeram	V	acometer
alguns	ADJ	algum
,	VIRG	,
de	PRP	de
quem	PR	quem
me	P	me
defendi	V	defender
com	PRP	com
honra	NOM	honra
;	SENT	;
e	CONJ	e
quando	CONJ	quando
caí	V	cair
ferido	ADJ	ferido
,	VIRG	,
se	P	se
retiraram	V	retirar
,	VIRG	,
talvez	ADV	talvez
pensando	V	pensar
que	CONJSUB	que
me	P	me
deixavam	V	deixar
morto	ADJ	morto
.	SENT	.
</s>
<s>
Fui	V	ir
visitado	V	visitar
de	PRP	de
Anfiarau	NOM	<unknown>
,	VIRG	,
que	PR	que
com	PRP	com
ânsia	NOM	ânsia
quis	V	querer
saber	V	saber
,	VIRG	,
se	P	se
eu	P	eu
havia	V	haver
conhecido	V	conhecer
os	DET	o
que	PR	que
se	P	se
atreveram	V	atrever
àquele	PRP+P	a
insulto	NOM	insulto
,	VIRG	,
o	DET	o
que	PR	que
de	PRP	de
mim	P	mim
não	ADV	não
conseguiu	V	conseguir
,	VIRG	,
lembrando-me	V+P	lembrar
os	DET	o
padrões	NOM	padrão
de	PRP	de
imortal	ADJ	imortal
glória	NOM	glória
,	VIRG	,
que	PR	que
o	DET	o
Intrusco	NOM	<unknown>
vinculou	V	vincular
à	PRP+DET	a
posteridade	NOM	posteridade
,	VIRG	,
quando	CONJ	quando
perdoou	V	perdoar
a	DET	a
Múcio	NOM	<unknown>
,	VIRG	,
que	PR	que
o	P	o
buscava	V	buscar
para	PRP	para
lhe	P	lhe
tirar	V	tirar
a	DET	a
vida	NOM	vida
.	SENT	.
</s>
<s>
Em	PRP	em
o	DET	o
largo	ADJ	largo
tempo	NOM	tempo
de	PRP	de
minha	ADJ	minha
doença	NOM	doença
concorriam	V	concorrer
as	DET	a
gentes	NOM	gente
sentindo	V	sentir
mais	ADV	mais
que	PR	que
eu	P	eu
as	DET	a
próprias	ADJ	próprio
feridas	NOM	ferida
;	SENT	;
e	CONJ	e
dizendo	V	dizer
uns	DET	um
no	PRP+DET	em
seu	ADJ	seu
pranto	NOM	pranto
que	PR	que
renasceriam	V	renascer
as	DET	a
antigas	ADJ	antigo
maldades	NOM	maldade
;	SENT	;
outros	P	outro
que	PR	que
se	P	se
enfraqueceriam	V	enfraquecer
as	DET	a
virtudes	NOM	virtude
,	VIRG	,
e	CONJ	e
a	DET	a
justiça	NOM	justiça
;	SENT	;
e	CONJ	e
outros	P	outro
que	PR	que
seriam	V	ser
reduzidos	V	reduzir
às	PRP+DET	a
antigas	ADJ	antigo
opressões	NOM	opressão
.	SENT	.
</s>
<s>
Neste	PRP+P	em
tempo	NOM	tempo
o	P	o
tiveram	V	ter
os	DET	o
malévolos	ADJ	malévolo
para	PRP	para
cultivarem	V	cultivar
o	DET	o
Real	NOM	real
agrado	NOM	agrado
;	SENT	;
e	CONJ	e
com	PRP	com
o	DET	o
falso	ADJ	falso
zelo	NOM	zelo
,	VIRG	,
com	PRP	com
que	PR	que
os	DET	o
vassalos	NOM	vassalo
indignos	ADJ	indigno
traçam	V	traçar
o	DET	o
engano	NOM	engano
de	PRP	de
seu	ADJ	seu
Rei	NOM	rei
,	VIRG	,
fingiram	V	fingir
ter	V	ter
grande	ADJ	grande
parte	NOM	parte
no	PRP+DET	em
sentimento	NOM	sentimento
do	PRP+DET	de
que	PR	que
me	P	me
haviam	V	haver
feito	V	fazer
;	SENT	;
em	PRP	em
um	DET	um
dia	NOM	dia
traziam	V	trazer
à	PRP+DET	a
memória	NOM	memória
os	DET	o
perigos	NOM	perigo
,	VIRG	,
a	DET	a
que	PR	que
eu	P	eu
me	P	me
havia	V	haver
exposto	ADJ	exposto
;	SENT	;
em	PRP	em
outro	P	outro
lhe	P	lhe
pediam	V	pedir
(	QUOTE	(
como	CONJ	como
obrigados	V	obrigar
da	PRP+DET	de
amizade	NOM	amizade
,	VIRG	,
que	PR	que
eu	P	eu
merecia	V	merecer
)	QUOTE	)
que	PR	que
acudisse	V	acudir
com	PRP	com
algum	ADJ	algum
reparo	NOM	reparo
para	PRP	para
os	DET	o
inimigos	NOM	inimigo
,	VIRG	,
pois	CONJ	pois
estes	P	este
nasciam	V	nascer
do	PRP+DET	de
bem	ADV	bem
,	VIRG	,
que	PR	que
eu	P	eu
o	P	o
havia	V	haver
servido	ADJ	servido
;	SENT	;
e	CONJ	e
discorrendo	V	discorrer
sobre	PRP	sobre
a	DET	a
providência	NOM	providência
,	VIRG	,
que	PR	que
a	P	a
isso	P	isso
se	P	se
havia	V	haver
de	PRP	de
dar	V	dar
,	VIRG	,
dizia	V	dizer
cada	ADJ	cada
um	DET	um
daqueles	PRP+P	aquele
o	DET	o
seu	ADJ	seu
parecer	NOM	parecer
,	VIRG	,
e	CONJ	e
vinham	V	vir
todos	ADJ	todo
a	PRP	a
concordar	V	concordar
,	VIRG	,
que	PR	que
Anfiarau	NOM	<unknown>
desse	PRP+P	de
a	DET	a
entender	NOM	entender
,	VIRG	,
que	PR	que
aquele	DET	aquele
tempo	NOM	tempo
da	PRP+DET	de
minha	ADJ	minha
ausência	NOM	ausência
,	VIRG	,
me	P	me
havia	V	haver
apartado	V	apartar
de	PRP	de
seu	ADJ	seu
coração	NOM	coração
,	VIRG	,
e	CONJ	e
me	P	me
não	ADV	não
admitisse	V	admitir
na	PRP+DET	em
sua	ADJ	sua
presença	NOM	presença
,	VIRG	,
para	PRP	para
se	P	se
mitigar	V	mitigar
o	DET	o
ardor	NOM	ardor
da	PRP+DET	de
inveja	NOM	inveja
,	VIRG	,
do	PRP+DET	de
ódio	NOM	ódio
,	VIRG	,
e	CONJ	e
do	PRP+DET	de
ciúme	NOM	ciúme
.	SENT	.
</s>
<s>
Acabada	V	acabar
a	DET	a
cura	NOM	cura
das	PRP+DET	de
minhas	ADJ	minha
feridas	NOM	ferida
,	VIRG	,
me	P	me
achei	V	achar
coberto	V	cobrir
de	PRP	de
lepra	NOM	lepra
,	VIRG	,
porque	CONJ	porque
os	DET	o
Deuses	NOM	deus
benignos	ADJ	benigno
,	VIRG	,
que	PR	que
não	ADV	não
se	P	se
esqueciam	V	esquecer
de	PRP	de
amparar	V	amparar
os	DET	o
meus	ADJ	meu
desejos	NOM	desejo
,	VIRG	,
me	P	me
faziam	V	fazer
mimos	NOM	mimo
com	PRP	com
repetidas	ADJ	repetido
experiências	NOM	experiência
da	PRP+DET	de
minha	ADJ	minha
constância	NOM	constância
;	SENT	;
e	CONJ	e
na	PRP+DET	em
presença	NOM	presença
de	PRP	de
que	PR	que
,	VIRG	,
conhecendo	V	conhecer
a	DET	a
minha	ADJ	minha
debilidade	NOM	debilidade
,	VIRG	,
me	P	me
permitiram	V	permitir
algum	ADJ	algum
descanso	NOM	descanso
,	VIRG	,
mandei	V	mandar
pedir	V	pedir
a	DET	a
Anfiarau	NOM	<unknown>
,	VIRG	,
que	PR	que
me	P	me
concedesse	V	conceder
licença	NOM	licença
,	VIRG	,
para	PRP	para
ir	V	ir
respirar	V	respirar
para	PRP	para
uma	DET	uma
pequena	ADJ	pequeno
casa	NOM	casa
de	PRP	de
campo	NOM	campo
,	VIRG	,
que	PR	que
verias	V	ver
nessa	PRP+P	em
Aldeia	NOM	aldeia
,	VIRG	,
a	DET	a
qual	PR	qual
deixei	V	deixar
,	VIRG	,
tanto	ADV	tanto
que	PR	que
pude	V	poder
caminhar	V	caminhar
para	PRP	para
este	DET	este
solitário	ADJ	solitário
retiro	NOM	retiro
;	SENT	;
e	CONJ	e
ainda	ADV	ainda
aqui	ADV	aqui
não	ADV	não
se	P	se
me	P	me
dispensam	V	dispensar
as	DET	a
inquietações	NOM	inquietação
da	PRP+DET	de
Corte	NOM	corte
,	VIRG	,
pois	CONJ	pois
há	V	haver
poucos	ADJ	pouco
dias	NOM	dia
,	VIRG	,
que	PR	que
fui	V	ir
consultado	V	consultar
para	PRP	para
negócio	NOM	negócio
,	VIRG	,
em	PRP	em
que	PR	que
a	DET	a
minha	ADJ	minha
infelicidade	NOM	infelicidade
fazia	V	fazer
novo	ADJ	novo
esforço	NOM	esforço
,	VIRG	,
para	PRP	para
combater	V	combater
o	DET	o
meu	ADJ	meu
sossego	NOM	sossego
;	SENT	;
e	CONJ	e
é	V	ser
tal	P	tal
a	DET	a
força	NOM	força
da	PRP+DET	de
minha	ADJ	minha
desgraça	NOM	desgraça
,	VIRG	,
que	PR	que
podendo	V	poder
de	PRP	de
todo	ADJ	todo
ausentar-me	V+P	ausentar
,	VIRG	,
tendo	V	tender
o	DET	o
tácito	ADJ	tácito
consentimento	NOM	consentimento
de	PRP	de
Anfiarau	NOM	<unknown>
,	VIRG	,
o	DET	o
deplorável	ADJ	deplorável
estado	NOM	estado
,	VIRG	,
em	PRP	em
que	PR	que
me	P	me
vês	V	ver
,	VIRG	,
não	ADV	não
permite	V	permitir
fazer	V	fazer
maior	ADJ	maior
caminho	NOM	caminho
,	VIRG	,
valendo-me	V+P	valer
assim	ADV	assim
da	PRP+DET	de
companhia	NOM	companhia
destes	PRP+P	de
inocentes	ADJ	inocente
Pastores	NOM	pastor
.	SENT	.
</s>
<s>
Não	ADV	não
repito	V	repetir
algumas	ADJ	alguma
circunstâncias	NOM	circunstância
,	VIRG	,
que	PR	que
na	PRP+DET	em
mesma	ADJ	mesmo
ocasião	NOM	ocasião
foram	V	ir
dignas	V	dignar
de	PRP	de
reparo	NOM	reparo
,	VIRG	,
porque	CONJ	porque
o	DET	o
mesmo	ADV	mesmo
falar	V	falar
me	P	me
fadiga	NOM	fadiga
,	VIRG	,
nem	CONJ	nem
um	DET	um
pequeno	ADJ	pequeno
desafogo	NOM	desafogo
consente	V	consentir
o	DET	o
fado	NOM	fado
aos	PRP+DET	a
perseguidos	NOM	perseguido
.	SENT	.
</s>
<s>
Pois	CONJ	pois
sabe	V	saber
que	CONJSUB	que
os	DET	o
meus	ADJ	meu
infortúnios	NOM	infortúnio
(	QUOTE	(
lhe	P	lhe
disse	V	dizer
Belino	NOM	<unknown>
)	QUOTE	)
me	P	me
obrigavam	V	obrigar
a	PRP	a
acompanhar-te	V+P	acompanhar
neste	PRP+P	em
ameno	ADJ	ameno
bosque	NOM	bosque
,	VIRG	,
tendo	V	tender
por	PRP	por
certo	ADJ	certo
que	PR	que
estarias	V	estar
livre	ADJ	livre
dos	PRP+DET	de
que	PR	que
vêm	V	vir
feridos	V	ferir
do	PRP+DET	de
contágio	NOM	contágio
,	VIRG	,
que	PR	que
há	V	haver
nas	PRP+DET	em
Cortes	NOM	corte
;	SENT	;
e	CONJ	e
como	CONJ	como
com	PRP	com
horror	NOM	horror
tenho	V	ter
ouvido	V	ouvir
o	DET	o
veneno	NOM	veneno
,	VIRG	,
que	PR	que
ocultam	V	ocultar
os	DET	o
corações	NOM	coração
,	VIRG	,
que	PR	que
ainda	ADV	ainda
te	P	te
ano	NOM	ano
deixam	V	deixar
,	VIRG	,
eu	P	eu
me	P	me
resolvo	V	resolver
a	PRP	a
continuar	V	continuar
a	DET	a
minha	ADJ	minha
triste	ADJ	triste
peregrinação	NOM	peregrinação
cheio	ADJ	cheio
de	PRP	de
exemplos	NOM	exemplo
,	VIRG	,
que	PR	que
seguir	V	seguir
,	VIRG	,
e	CONJ	e
documentos	NOM	documento
para	PRP	para
publicar	V	publicar
.	SENT	.
</s>
<s>
Como	CONJ	como
sou	V	ser
quase	ADV	quase
insensível	ADJ	insensível
para	PRP	para
alívios	NOM	alívio
(	QUOTE	(
lhe	P	lhe
respondeu	V	responder
Antionor	NOM	<unknown>
)	QUOTE	)
,	VIRG	,
não	ADV	não
te	P	te
persuado	V	persuadir
a	DET	a
que	PR	que
me	P	me
acompanhes	V	acompanhar
,	VIRG	,
mas	CONJ	mas
sim	ADV	sim
que	PR	que
te	P	te
retires	V	retirar
dos	PRP+DET	de
que	PR	que
podem	V	poder
inficionar-te	V	<unknown>
com	PRP	com
seus	ADJ	seu
vícios	NOM	vício
,	VIRG	,
se	CONJ	se
o	DET	o
teu	ADJ	teu
ânimo	NOM	ânimo
é	V	ser
tão	ADV	tão
sincero	ADJ	sincero
,	VIRG	,
como	CONJ	como
se	P	se
me	P	me
representa	V	representar
nas	PRP+DET	em
tuas	ADJ	tua
palavras	NOM	palavra
.	SENT	.
</s>
<s>
Oh	I	oh
!	SENT	!
quanto	ADV	quanto
(	QUOTE	(
lhe	P	lhe
disse	V	dizer
Belino	NOM	<unknown>
)	QUOTE	)
é	V	ser
perseguida	V	perseguir
a	DET	a
virtude	NOM	virtude
,	VIRG	,
e	CONJ	e
peregrina	V	peregrinar
a	DET	a
verdade	NOM	verdade
,	VIRG	,
que	PR	que
ocultam	V	ocultar
aos	PRP+DET	a
Soberanos	NOM	soberano
,	VIRG	,
pois	CONJ	pois
vejo	V	ver
resplandecer	V	resplandecer
em	PRP	em
ti	P	ti
o	DET	o
espírito	NOM	espírito
gentil	ADJ	gentil
,	VIRG	,
que	PR	que
se	P	se
despreza	V	desprezar
!	SENT	!
Não	ADV	não
te	P	te
admires	V	admirar
do	PRP+DET	de
que	PR	que
ouves	V	ouvir
(	QUOTE	(
lhe	P	lhe
respondeu	V	responder
)	QUOTE	)
,	VIRG	,
repara	V	reparar
no	PRP+DET	em
que	PR	que
vês	V	ver
,	VIRG	,
para	PRP	para
que	PR	que
te	P	te
não	ADV	não
enganem	V	enganar
a	DET	a
gentileza	NOM	gentileza
,	VIRG	,
e	CONJ	e
estimações	NOM	estimação
,	VIRG	,
pois	CONJ	pois
são	V	ser
sujeitas	ADJ	sujeito
às	PRP+DET	a
misérias	NOM	miséria
que	PR	que
padeço	V	padecer
.	SENT	.
</s>
<s>
Vai	V	ir
,	VIRG	,
ó	I	ó
ditoso	ADJ	ditoso
,	VIRG	,
e	CONJ	e
gentil	ADJ	gentil
mancebo	NOM	mancebo
,	VIRG	,
que	PR	que
estás	V	estar
em	PRP	em
estado	NOM	estado
de	PRP	de
buscar	V	buscar
um	DET	um
lugar	NOM	lugar
,	VIRG	,
que	PR	que
te	P	te
contente	ADJ	contente
,	VIRG	,
e	CONJ	e
descanse	V	descansar
.	SENT	.
</s>
<s>
Roga	V	rogar
aos	PRP+DET	a
Céus	NOM	céu
que	PR	que
me	P	me
assistam	V	assistir
;	SENT	;
que	PR	que
infundam	V	infundir
em	PRP	em
Anfiarau	NOM	<unknown>
os	DET	o
acertos	NOM	acerto
,	VIRG	,
o	DET	o
conhecimento	NOM	conhecimento
da	PRP+DET	de
lisonja	NOM	lisonja
,	VIRG	,
a	DET	a
pureza	NOM	pureza
da	PRP+DET	de
justiça	NOM	justiça
,	VIRG	,
o	DET	o
aumento	NOM	aumento
das	PRP+DET	de
virtudes	NOM	virtude
,	VIRG	,
e	CONJ	e
ciências	NOM	ciência
,	VIRG	,
e	CONJ	e
o	P	o
resguardar	V	resguardar
o	DET	o
respeito	NOM	respeito
do	PRP+DET	de
trono	NOM	trono
,	VIRG	,
sem	PRP	sem
perseguir	V	perseguir
a	DET	a
inocentes	NOM	inocente
;	SENT	;
e	CONJ	e
juntamente	ADV	juntamente
lhe	P	lhe
inspirem	V	inspirar
o	DET	o
amar	V	amar
sempre	ADV	sempre
os	DET	o
vassalos	NOM	vassalo
,	VIRG	,
para	PRP	para
ser	V	ser
deles	PRP+P	de
amado	ADJ	amado
.	SENT	.
</s>
<s>
Adeus	NOM	adeus
,	VIRG	,
ó	I	ó
feliz	ADJ	feliz
Antionor	NOM	<unknown>
,	VIRG	,
(	QUOTE	(
lhe	P	lhe
disse	V	dizer
Belino	NOM	<unknown>
)	QUOTE	)
que	PR	que
como	CONJ	como
praça	NOM	praça
cheia	ADJ	cheio
do	PRP+DET	de
melhor	ADJ	melhor
socorro	NOM	socorro
,	VIRG	,
não	ADV	não
temes	V	temer
o	DET	o
sítio	NOM	sítio
,	VIRG	,
nem	CONJ	nem
as	DET	a
forças	NOM	força
dos	PRP+DET	de
inimigos	NOM	inimigo
de	PRP	de
fora	NOM	fora
.	SENT	.
</s>
<s>
Os	DET	o
teus	ADJ	teu
rogos	NOM	rogo
mais	ADV	mais
depressa	ADV	depressa
hão	V	haver
de	PRP	de
chegar	V	chegar
aos	PRP+DET	a
Deuses	NOM	deus
;	SENT	;
e	CONJ	e
lhes	P	lhes
pede	V	pedir
que	CONJSUB	que
animem	V	animar
o	DET	o
meu	ADJ	meu
desalento	NOM	desalento
,	VIRG	,
que	PR	que
encaminhem	V	encaminhar
os	DET	o
meus	ADJ	meu
passos	NOM	passo
,	VIRG	,
e	CONJ	e
que	PR	que
antes	ADV	antes
me	P	me
entreguem	V	entregar
à	PRP+DET	a
mais	ADV	mais
cruel	ADJ	cruel
morte	NOM	morte
,	VIRG	,
que	PR	que
deixe	V	deixar
a	DET	a
honra	NOM	honra
de	PRP	de
reger	V	reger
as	DET	a
minhas	ADJ	minha
ações	NOM	ação
.	SENT	.
</s>
<s>
Com	PRP	com
esta	DET	esta
admirável	ADJ	admirável
despedida	NOM	despedida
tornou	V	tornar
Belino	NOM	<unknown>
triste	ADJ	triste
,	VIRG	,
e	CONJ	e
aflito	ADJ	aflito
a	PRP	a
continuar	V	continuar
o	DET	o
seu	ADJ	seu
caminho	NOM	caminho
,	VIRG	,
e	CONJ	e
trabalhos	NOM	trabalho
,	VIRG	,
sem	PRP	sem
mais	ADV	mais
esperança	NOM	esperança
,	VIRG	,
ou	CONJ	ou
companhia	NOM	companhia
que	PR	que
a	DET	a
razão	NOM	razão
,	VIRG	,
e	CONJ	e
o	DET	o
decoro	NOM	decoro
,	VIRG	,
que	PR	que
o	P	o
encaminhavam	V	encaminhar
a	PRP	a
temer	V	temer
justamente	ADV	justamente
os	DET	o
homens	NOM	homem
,	VIRG	,
e	CONJ	e
seus	ADJ	seu
venenosos	ADJ	venenoso
enganos	NOM	engano
.	SENT	.
</s>
<s>
\num	V	<unknown>
3	CARD	@card@
\txt	NOM	<unknown>
LIVRO	NOM	livro
III	NOM	<unknown>
.	SENT	.
</s>
<s>
Sumário	NOM	sumário
.	SENT	.
</s>
<s>
Continuando	V	continuar
Hemirena	NOM	<unknown>
como	CONJ	como
Belino	NOM	<unknown>
a	PRP	a
caminhar	V	caminhar
para	PRP	para
Argos	NOM	Argos
,	VIRG	,
fugindo	V	fugir
das	PRP+DET	de
povoações	NOM	povoação
,	VIRG	,
entrou	V	entrar
em	PRP	em
uma	DET	uma
brenha	NOM	brenha
para	PRP	para
descansar	V	descansar
,	VIRG	,
e	CONJ	e
achou	V	achar
nela	PRP+P	ela
a	DET	a
Climinéia	NOM	<unknown>
,	VIRG	,
que	PR	que
não	ADV	não
conheceu	V	conhecer
;	SENT	;
e	CONJ	e
tendo-a	V+P	ter
por	PRP	por
Delmetra	NOM	<unknown>
,	VIRG	,
a	PRP	a
persuadiu	V	persuadir
a	PRP	a
deixar	V	deixar
tão	ADV	tão
áspera	ADJ	áspero
vida	NOM	vida
.	SENT	.
</s>
<s>
Foram	V	ir
dar	V	dar
a	PRP	a
uma	DET	uma
Aldeia	NOM	aldeia
,	VIRG	,
onde	PR	onde
se	P	se
conservaram	V	conservar
quatro	CARD	quatro
anos	NOM	ano
,	VIRG	,
servindo	V	servir
aos	PRP+DET	a
Pastores	NOM	pastor
.	SENT	.
</s>
<s>
O	DET	o
disfarce	NOM	disfarce
de	PRP	de
Hemirena	NOM	<unknown>
deu	V	dar
causa	NOM	causa
ao	PRP+DET	a
rendimento	NOM	rendimento
de	PRP	de
Atília	NOM	atília
,	VIRG	,
que	PR	que
procurando-a	V+P	procurar
para	PRP	para
seu	ADJ	seu
esposo	NOM	esposo
,	VIRG	,
as	P	a
obrigou	V	obrigar
a	PRP	a
deixarem	V	deixar
as	DET	a
inocentes	ADJ	inocente
Pastoras	NOM	pastor
,	VIRG	,
e	CONJ	e
continuarem	V	continuar
a	DET	a
sua	ADJ	sua
peregrinação	NOM	peregrinação
.	SENT	.
</s>
<s>
Em	PRP	em
uma	DET	uma
fresca	ADJ	fresco
tarde	NOM	tarde
,	VIRG	,
quando	CONJ	quando
as	DET	a
aves	NOM	ave
cantando	V	cantar
saudosas	ADJ	saudoso
se	P	se
despediam	V	despedir
das	PRP+DET	de
luzes	NOM	luz
de	PRP	de
Febo	NOM	<unknown>
,	VIRG	,
saía	V	sair
de	PRP	de
Belino	NOM	<unknown>
Corinto	NOM	corinto
,	VIRG	,
e	CONJ	e
entrava	V	entrar
em	PRP	em
Argos	NOM	Argos
,	VIRG	,
onde	PR	onde
determinava	V	determinar
descansar	V	descansar
dos	PRP+DET	de
trabalhos	NOM	trabalho
,	VIRG	,
com	PRP	com
que	PR	que
havia	V	haver
caminhado	V	caminhar
desde	PRP	desde
que	PR	que
saíra	V	sair
de	PRP	de
Atenas	NOM	atenas
;	SENT	;
e	CONJ	e
guardando	V	guardar
a	DET	a
ordem	NOM	ordem
de	PRP	de
fugir	V	fugir
ao	PRP+DET	a
porto	NOM	porto
,	VIRG	,
em	PRP	em
que	PR	que
naquele	PRP+P	aquele
Reino	NOM	reino
desembarcara	V	desembarcar
cativo	NOM	cativo
,	VIRG	,
por	PRP	por
não	ADV	não
ter	V	ter
conhecido	ADJ	conhecido
,	VIRG	,
procurava	V	procurar
ocultar	V	ocultar
a	DET	a
liberdade	NOM	liberdade
nas	PRP+DET	em
duras	ADJ	duro
prisões	NOM	prisão
do	PRP+DET	de
temor	NOM	temor
.	SENT	.
</s>
<s>
Chegou	V	chegar
à	PRP+DET	a
boca	NOM	boca
de	PRP	de
uma	DET	uma
brenha	NOM	brenha
,	VIRG	,
que	PR	que
se	P	se
compunha	V	compor
de	PRP	de
grandíssimos	ADJ	grande
penedos	NOM	penedo
,	VIRG	,
pelo	PRP+DET	por
quê	NOM	quê
,	VIRG	,
fazendo-lhe	V+P	fazer
horror	NOM	horror
a	PRP	a
negra	ADJ	negro
sombra	NOM	sombra
,	VIRG	,
estava	V	estar
imóvel	ADJ	imóvel
;	SENT	;
e	CONJ	e
vendo	V	vender
que	CONJSUB	que
um	DET	um
vulto	NOM	vulto
vinha	V	vir
de	PRP	de
dentro	ADV	dentro
como	CONJ	como
a	PRP	a
buscá-lo	V+P	buscar
,	VIRG	,
lembrando-lhe	V+P	lembrar
que	CONJSUB	que
podia	V	poder
ser	V	ser
alguma	ADJ	alguma
fera	NOM	fera
,	VIRG	,
o	DET	o
natural	ADJ	natural
receio	NOM	receio
o	P	o
inclinava	V	inclinar
a	DET	a
que	PR	que
temesse	V	temer
,	VIRG	,
e	CONJ	e
a	DET	a
recordação	NOM	recordação
de	PRP	de
sua	ADJ	sua
pouca	ADJ	pouco
fortuna	NOM	fortuna
o	P	o
aconselhava	V	aconselhar
a	DET	a
que	PR	que
não	ADV	não
fugisse	V	fugir
.	SENT	.
</s>
<s>
Quando	CONJ	quando
ouviu	V	ouvir
uma	DET	uma
voz	NOM	voz
,	VIRG	,
que	PR	que
dizia	V	dizer
:	SENT	:
Quem	PR	quem
és	V	ser
,	VIRG	,
o	DET	o
que	PR	que
dúvidas	NOM	dúvida
entrar	V	entrar
no	PRP+DET	em
frio	ADJ	frio
centro	NOM	centro
deste	PRP+P	de
rochedo	NOM	rochedo
,	VIRG	,
que	PR	que
eu	P	eu
habito	V	habitar
?	SENT	?
Não	ADV	não
temas	NOM	tema
,	VIRG	,
nem	CONJ	nem
fujas	V	fugir
:	SENT	:
se	P	se
és	V	ser
racional	ADJ	racional
,	VIRG	,
chega	V	chegar
a	PRP	a
consolar	V	consolar
a	DET	a
quem	PR	quem
nesta	PRP+P	em
sepultura	NOM	sepultura
paga	V	pagar
tributo	NOM	tributo
à	PRP+DET	a
desgraça	NOM	desgraça
.	SENT	.
</s>
<s>
Não	ADV	não
seja	V	ser
maior	ADJ	maior
em	PRP	em
ti	P	ti
o	DET	o
efeito	NOM	efeito
da	PRP+DET	de
covardia	NOM	cobardia
que	PR	que
o	DET	o
da	PRP+DET	de
compaixão	NOM	compaixão
,	VIRG	,
que	PR	que
merece	V	merecer
uma	DET	uma
infeliz	NOM	infeliz
.	SENT	.
</s>
<s>
A	PRP	a
estas	DET	esta
palavras	NOM	palavra
entrou	V	entrar
Belino	NOM	<unknown>
naquela	PRP+P	aquela
horrenda	ADJ	horrendo
cova	NOM	cova
,	VIRG	,
e	CONJ	e
viu	V	ver
uma	DET	uma
mulher	NOM	mulher
,	VIRG	,
que	PR	que
mostrava	V	mostrar
no	PRP+DET	em
rosto	NOM	rosto
quebrantado	ADJ	quebrantado
alguns	ADJ	algum
vestígios	NOM	vestígio
de	PRP	de
formosura	NOM	formosura
,	VIRG	,
sumamente	ADV	sumamente
agradável	ADJ	agradável
,	VIRG	,
e	CONJ	e
parecia	V	parecer
ter	V	ter
mais	ADV	mais
de	PRP	de
setenta	CARD	setenta
anos	NOM	ano
.	SENT	.
</s>
<s>
Chegou	V	chegar
a	DET	a
Belino	NOM	<unknown>
;	SENT	;
e	CONJ	e
apertando-o	V+P	apertar
entre	PRP	entre
seus	ADJ	seu
braços	NOM	braço
,	VIRG	,
lhe	P	lhe
disse	V	dizer
:	SENT	:
Qual	PR	qual
seria	V	ser
o	DET	o
astro	NOM	astro
benigno	ADJ	benigno
,	VIRG	,
que	PR	que
te	P	te
conduziu	V	conduzir
à	PRP+DET	a
minha	ADJ	minha
escura	ADJ	escuro
habitação	NOM	habitação
?	SENT	?
Talvez	ADV	talvez
compadecendo-se	V	<unknown>
já	ADV	já
das	PRP+DET	de
minhas	ADJ	minha
adversidades	NOM	adversidade
,	VIRG	,
encaminhasse	V	encaminhar
para	PRP	para
aqui	ADV	aqui
os	DET	o
teus	ADJ	teu
passos	NOM	passo
,	VIRG	,
porque	CONJ	porque
nem	CONJ	nem
sempre	ADV	sempre
consentem	V	consentir
que	CONJSUB	que
o	DET	o
fado	NOM	fado
triunfante	ADJ	triunfante
dos	PRP+DET	de
mortais	NOM	mortal
:	SENT	:
aqui	ADV	aqui
tenho	V	ter
vivido	V	viver
retirada	V	retirar
das	PRP+DET	de
gentes	NOM	gente
,	VIRG	,
e	CONJ	e
só	ADV	só
na	PRP+DET	em
sombra	NOM	sombra
das	PRP+DET	de
pedras	NOM	pedra
achei	V	achar
o	DET	o
melhor	ADJ	melhor
amparo	NOM	amparo
.	SENT	.
</s>
<s>
E	CONJ	e
ficando	V	ficar
suspensa	ADJ	suspenso
