<text id="sousa1556">
<s>
CAPÍTULO	NOM	capítulo
Frei	V	<unknown>
Bertolameu	NOM	<unknown>
e	CONJ	e
não	ADV	não
peço	V	pedir
perdão	NOM	perdão
de	PRP	de
o	DET	o
ter	V	ter
dito	ADJ	dito
;	SENT	;
porque	CONJ	porque
o	DET	o
verdadeiro	ADJ	verdadeiro
estudo	NOM	estudo
de	PRP	de
filho	NOM	filho
e	CONJ	e
imitador	NOM	imitador
de	PRP	de
São	NOM	São
Domingos	NOM	Domingos
não	ADV	não
é	V	ser
só	ADV	só
a	DET	a
continuação	NOM	continuação
sobre	PRP	sobre
as	DET	a
postilas	V	postilar
que	CONJSUB	que
se	P	se
escrevem	V	escrever
nas	PRP+DET	em
aulas	NOM	aula
e	CONJ	e
sobre	PRP	sobre
os	DET	o
livros	NOM	livro
que	PR	que
para	PRP	para
elas	P	ela
servem	V	servir
,	VIRG	,
mas	CONJ	mas
é	V	ser
oração	NOM	oração
e	CONJ	e
contemplação	NOM	contemplação
;	SENT	;
e	CONJ	e
quem	PR	quem
a	P	a
esta	P	esta
der	V	dar
muito	ADV	muito
tempo	NOM	tempo
,	VIRG	,
por	PRP	por
pouco	ADV	pouco
que	PR	que
dê	V	dar
aos	PRP+DET	a
livros	NOM	livro
e	CONJ	e
às	PRP+DET	a
postilas	V	postilar
,	VIRG	,
dá-lo-emos	V+P	dar
por	PRP	por
grande	ADJ	grande
estudante	NOM	estudante
.	SENT	.
</s>
<s>
Assi	NOM	<unknown>
o	P	o
entendia	V	entender
o	DET	o
glorioso	ADJ	glorioso
Fundador	NOM	fundador
nosso	ADJ	nosso
quando	CONJ	quando
nos	P	nos
escrevia	V	escrever
a	DET	a
lei	NOM	lei
no	PRP+DET	em
monte	NOM	monte
alto	ADJ	alto
de	PRP	de
seu	ADJ	seu
espírito	NOM	espírito
,	VIRG	,
recebida	V	receber
do	PRP+DET	de
Divino	NOM	divino
.	SENT	.
</s>
<s>
E	CONJ	e
mandando-nos	V	<unknown>
empregar	V	empregar
no	PRP+DET	em
trabalho	NOM	trabalho
das	PRP+DET	de
Letras	NOM	letra
,	VIRG	,
que	PR	que
só	ADV	só
per	PRP	per
si	P	si
é	V	ser
consumidor	NOM	consumidor
da	PRP+DET	de
natureza	NOM	natureza
,	VIRG	,
enchia	V	encher
a	DET	a
Regra	NOM	regra
de	PRP	de
preceitos	NOM	preceito
contra	PRP	contra
a	DET	a
vida	NOM	vida
e	CONJ	e
contra	PRP	contra
todo	ADJ	todo
o	DET	o
gosto	NOM	gosto
natural	ADJ	natural
;	SENT	;
e	CONJ	e
a	DET	a
razão	NOM	razão
é	V	ser
porque	CONJ	porque
estes	P	este
levantam	V	levantar
a	DET	a
alma	NOM	alma
ao	PRP+DET	a
sobrenatural	NOM	sobrenatural
e	CONJ	e
avivam	V	avivar
os	DET	o
desejos	NOM	desejo
e	CONJ	e
amor	NOM	amor
do	PRP+DET	de
Céu	NOM	céu
e	CONJ	e
,	VIRG	,
onde	PR	onde
isto	P	isto
há	V	haver
,	VIRG	,
todas	ADJ	todo
as	DET	a
ciências	NOM	ciência
se	P	se
vêm	V	vir
por	PRP	por
si	P	si
.	SENT	.
</s>
<s>
Que	PR	que
,	VIRG	,
na	PRP+DET	em
verdade	NOM	verdade
,	VIRG	,
a	DET	a
ciência	NOM	ciência
que	PR	que
de	PRP	de
Deus	NOM	deus
tem	V	ter
o	DET	o
nome	NOM	nome
e	CONJ	e
pera	PRP	para
serviço	NOM	serviço
de	PRP	de
Deus	NOM	deus
se	P	se
aprende	V	aprender
,	VIRG	,
quanto	ADV	quanto
mais	ADV	mais
,	VIRG	,
quem	PR	quem
a	P	a
pretende	V	pretender
saber	V	saber
,	VIRG	,
tever	V	<unknown>
de	PRP	de
Deus	NOM	deus
,	VIRG	,
tanto	ADV	tanto
mais	ADV	mais
alcançará	V	alcançar
dela	PRP+P	de
.	SENT	.
</s>
<s>
E	CONJ	e
bem	ADV	bem
claro	ADV	claro
nos	P	nos
mostra	V	mostrar
este	DET	este
Senhor	NOM	senhor
,	VIRG	,
inda	ADV	inda
hoje	ADV	hoje
,	VIRG	,
que	PR	que
foi	V	ir
traça	V	traçar
de	PRP	de
Sua	V	suar
providência	NOM	providência
a	PRP	a
vida	NOM	vida
que	PR	que
professamos	V	professar
,	VIRG	,
porque	CONJ	porque
com	PRP	com
todas	ADJ	todo
as	DET	a
ocupações	NOM	ocupação
,	VIRG	,
faltas	NOM	falta
e	CONJ	e
contrariedades	NOM	contrariedade
que	PR	que
temos	V	ter
,	VIRG	,
mais	ADV	mais
que	CONJSUB	que
todas	ADJ	todo
as	DET	a
outras	ADJ	outro
Ordens	NOM	ordem
da	PRP+DET	de
Igreja	NOM	igreja
,	VIRG	,
pera	V	esperar
chegarmos	V	chegar
a	PRP	a
uma	DET	uma
grande	ADJ	grande
perfeição	NOM	perfeição
nas	PRP+DET	em
Letras	NOM	letra
,	VIRG	,
é	V	ser
contudo	CONJ	contudo
servido	V	servir
que	CONJSUB	que
floreça	V	<unknown>
esta	DET	esta
Religião	NOM	religião
com	PRP	com
mais	ADV	mais
e	CONJ	e
maiores	ADJ	maior
letrados	NOM	letrado
,	VIRG	,
com	PRP	com
mais	ADV	mais
e	CONJ	e
maiores	ADJ	maior
pregadores	NOM	pregador
,	VIRG	,
que	PR	que
muitas	ADJ	muita
.	SENT	.
</s>
<s>
Sabemos	V	saber
de	PRP	de
Frei	V	<unknown>
Bertolameu	NOM	<unknown>
que	PR	que
,	VIRG	,
já	ADV	já
de	PRP	de
noviço	NOM	noviço
puro	ADJ	puro
,	VIRG	,
tinha	V	ter
começado	V	começar
a	DET	a
sintir	NOM	<unknown>
o	DET	o
sabor	NOM	sabor
deste	PRP+P	de
divino	ADJ	divino
maná	NOM	maná
da	PRP+DET	de
contemplação	NOM	contemplação
.	SENT	.
</s>
<s>
E	CONJ	e
é	V	ser
certo	ADJ	certo
que	CONJSUB	que
,	VIRG	,
crecendo	V	<unknown>
na	PRP+DET	em
idade	NOM	idade
e	CONJ	e
nos	PRP+DET	em
anos	NOM	ano
da	PRP+DET	de
Religião	NOM	religião
,	VIRG	,
lhe	P	lhe
acontecia	V	acontecer
o	DET	o
que	PR	que
está	V	estar
escrito	ADJ	escrito
:	SENT	:
Qui	V	<unknown>
bibunt	NOM	<unknown>
me	P	me
,	VIRG	,
adhuc	NOM	<unknown>
sitient	NOM	<unknown>
,	VIRG	,
porque	CONJ	porque
das	PRP+DET	de
poucas	ADJ	pouco
horas	NOM	hora
que	PR	que
tinha	V	ter
pera	PRP	para
os	DET	o
livros	NOM	livro
de	PRP	de
Teologia	NOM	teologia
tomava	V	tomar
parte	NOM	parte
pera	PRP	para
os	DET	o
de	PRP	de
devação	NOM	<unknown>
,	VIRG	,
umas	DET	uma
vezes	NOM	vez
empregando-as	V+P	empregar
com	PRP	com
o	DET	o
devotíssimo	ADJ	<unknown>
Bernardo	NOM	Bernardo
,	VIRG	,
outras	ADJ	outro
com	PRP	com
São	NOM	São
Boaventura	NOM	Boaventura
,	VIRG	,
Taulero	NOM	<unknown>
e	CONJ	e
Gerson	NOM	gerson
,	VIRG	,
onde	PR	onde
achava	V	achar
com	PRP	com
que	PR	que
cevar	V	cevar
sua	ADJ	sua
alma	NOM	alma
de	PRP	de
pasto	NOM	pasto
celestial	ADJ	celestial
destoutra	V	<unknown>
Teologia	NOM	teologia
que	PR	que
,	VIRG	,
por	PRP	por
mais	ADV	mais
alta	ADJ	alto
e	CONJ	e
mais	ADV	mais
soberana	ADJ	soberano
,	VIRG	,
tem	V	ter
o	DET	o
nome	NOM	nome
de	PRP	de
Mística	NOM	místico
,	VIRG	,
Teologia	NOM	teologia
que	PR	que
não	ADV	não
consiste	V	consistir
em	PRP	em
muito	ADV	muito
especular	ADJ	especular
,	VIRG	,
senão	CONJ	senão
em	PRP	em
muito	ADV	muito
amar	V	amar
.	SENT	.
</s>
<s>
E	CONJ	e
pera	V	esperar
que	CONJSUB	que
não	ADV	não
tevesse	V	<unknown>
momento	NOM	momento
desocupado	ADJ	desocupado
,	VIRG	,
era	V	ser
perpétuo	ADJ	perpétuo
morador	NOM	morador
da	PRP+DET	de
cela	NOM	cela
e	CONJ	e
amigo	NOM	amigo
de	PRP	de
recolhimento	NOM	recolhimento
.	SENT	.
</s>
<s>
E	CONJ	e
quando	CONJ	quando
as	DET	a
obrigações	NOM	obrigação
da	PRP+DET	de
comunidade	NOM	comunidade
ou	CONJ	ou
obediência	NOM	obediência
particular	ADJ	particular
o	P	o
levavam	V	levar
fora	V	ir
dela	PRP+P	de
,	VIRG	,
sempre	ADV	sempre
lia	V	ler
primeiro	ADJ	primeiro
umas	DET	uma
palavras	NOM	palavra
que	PR	que
tinha	V	ter
escritas	V	escrever
em	PRP	em
um	DET	um
papel	NOM	papel
pregado	V	pregar
na	PRP+DET	em
porta	NOM	porta
,	VIRG	,
da	PRP+DET	de
banda	NOM	banda
de	PRP	de
dentro	ADV	dentro
,	VIRG	,
que	PR	que
eram	V	ser
:	SENT	:
Dirigantur	NOM	<unknown>
,	VIRG	,
Domine	NOM	<unknown>
,	VIRG	,
gressus	V	<unknown>
mei	V	<unknown>
ad	NOM	<unknown>
custodiendas	V	<unknown>
justificantes	NOM	justificante
tuas	ADJ	tua
,	VIRG	,
que	PR	que
querem	V	querer
dizer	V	dizer
:	SENT	:
encaminhem-se	V	<unknown>
,	VIRG	,
Senhor	NOM	senhor
,	VIRG	,
meus	ADJ	meu
passos	NOM	passo
pera	PRP	para
guarda	V	guardar
de	PRP	de
vossa	P	vossa
santa	ADJ	santo
lei	NOM	lei
.	SENT	.
</s>
<s>
E	CONJ	e
em	PRP	em
todo	ADJ	todo
tempo	NOM	tempo
que	PR	que
por	PRP	por
fora	NOM	fora
gastava	V	gastar
,	VIRG	,
procurava	V	procurar
andar	V	andar
sempre	ADV	sempre
no	PRP+DET	em
interior	NOM	interior
muito	ADV	muito
recolhido	ADJ	recolhido
.	SENT	.
</s>
<s>
E	CONJ	e
pera	V	esperar
não	ADV	não
haver	V	haver
cousa	NOM	coisa
que	PR	que
o	P	o
distraísse	V	distrair
,	VIRG	,
todo	ADJ	todo
seu	ADJ	seu
cuidado	NOM	cuidado
era	V	ser
trazer	V	trazer
sempre	ADV	sempre
a	DET	a
Deus	NOM	deus
diante	PRP	diante
dos	PRP+DET	de
olhos	NOM	olho
da	PRP+DET	de
alma	NOM	alma
,	VIRG	,
considerando	V	considerar
quanto	ADV	quanto
Lhe	V	<unknown>
devia	V	dever
polo	NOM	polo
fazer	V	fazer
cristão	ADJ	cristão
,	VIRG	,
polo	NOM	polo
trazer	V	trazer
à	PRP+DET	a
Religião	NOM	religião
,	VIRG	,
por	PRP	por
lhe	P	lhe
dar	V	dar
de	PRP	de
Si	NOM	si
conhecimento	NOM	conhecimento
;	SENT	;
e	CONJ	e
enlevado	V	enlevar
nestes	PRP+P	em
pensamentos	NOM	pensamento
,	VIRG	,
não	ADV	não
dava	V	dar
fé	NOM	fé
de	PRP	de
muitas	ADJ	muita
cousas	NOM	coisa
que	PR	que
à	PRP+DET	a
vista	NOM	vista
dos	PRP+DET	de
olhos	NOM	olho
corporais	ADJ	corporal
se	P	se
lhe	P	lhe
ofereciam	V	oferecer
.	SENT	.
</s>
<s>
E	CONJ	e
muitas	ADJ	muita
vezes	NOM	vez
,	VIRG	,
com	PRP	com
ímpeto	NOM	ímpeto
do	PRP+DET	de
espírito	NOM	espírito
,	VIRG	,
levantava	V	levantar
os	DET	o
olhos	NOM	olho
ao	PRP+DET	a
Céu	NOM	céu
e	CONJ	e
como	ADV	como
arrebentando	V	arrebentar
dizia	V	dizer
com	PRP	com
grande	ADJ	grande
afecto	NOM	afecto
:	SENT	:
Te	P	te
,	VIRG	,
Sanctum	NOM	<unknown>
Dominum	V	<unknown>
(	QUOTE	(
jaculatória	NOM	jaculatório
que	PR	que
muito	ADV	muito
costumava	V	costumar
)	QUOTE	)
in	ADV	in
excelsis	V	<unknown>
laudent	NOM	<unknown>
omnes	V	<unknown>
Angeli	NOM	<unknown>
dicentes	V	<unknown>
:	SENT	:
Te	P	te
decet	NOM	<unknown>
laus	NOM	<unknown>
et	F	et
honor	NOM	<unknown>
,	VIRG	,
Domine	NOM	<unknown>
,	VIRG	,
querendo	V	querer
dizer	V	dizer
:	SENT	:
"	QUOTE	"
Santo	ADJ	santo
Deus	NOM	deus
,	VIRG	,
Santo	NOM	Santo
Senhor	NOM	senhor
,	VIRG	,
louvam-Vos	V	<unknown>
todos	ADJ	todo
os	DET	o
Anjos	NOM	anjo
nas	PRP+DET	em
alturas	NOM	altura
,	VIRG	,
confessando	V	confessar
que	CONJSUB	que
só	ADV	só
a	DET	a
Vós	NOM	<unknown>
se	P	se
deve	V	dever
e	CONJ	e
só	ADV	só
em	PRP	em
Vós	NOM	<unknown>
está	V	estar
bem	ADV	bem
empregada	V	empregar
toda	ADJ	todo
honra	NOM	honra
e	CONJ	e
louvor	NOM	louvor
"	QUOTE	"
;	SENT	;
como	CONJ	como
Vos	NOM	<unknown>
não	ADV	não
hei-de	V	haver
louvar	V	louvar
eu	P	eu
,	VIRG	,
Deus	NOM	deus
da	PRP+DET	de
minha	ADJ	minha
alma	NOM	alma
,	VIRG	,
em	PRP	em
todo	ADJ	todo
lugar	NOM	lugar
e	CONJ	e
tempo	NOM	tempo
?	SENT	?
E	CONJ	e
logo	ADV	logo
acrecentava	V	<unknown>
:	SENT	:
Benedicam	NOM	<unknown>
,	VIRG	,
ergo	V	erguer
,	VIRG	,
Dominum	NOM	<unknown>
in	ADV	in
omni	V	<unknown>
tempore	V	<unknown>
:	SENT	:
benedic	NOM	<unknown>
,	VIRG	,
anima	V	animar
mea	ADJ	<unknown>
,	VIRG	,
Domino	V	dominar
et	F	et
omnia	F	omnia
quae	NOM	<unknown>
intra	V	<unknown>
me	P	me
sunt	NOM	<unknown>
nomini	V	<unknown>
Santo	NOM	Santo
eius	NOM	<unknown>
.	SENT	.
</s>
<s>
E	CONJ	e
o	DET	o
mais	ADV	mais
depressa	ADV	depressa
que	PR	que
podia	V	poder
fazia	V	fazer
volta	V	voltar
a	PRP	a
encerrar-se	V+P	encerrar
na	PRP+DET	em
cela.Esta	ADJ	<unknown>
continuação	NOM	continuação
e	CONJ	e
santo	ADJ	santo
costume	NOM	costume
de	PRP	de
trazer	V	trazer
sempre	ADV	sempre
a	DET	a
Deus	NOM	deus
presente	ADJ	presente
na	PRP+DET	em
imaginação	NOM	imaginação
lhe	P	lhe
tinha	V	ter
criado	V	criar
um	DET	um
intenso	ADJ	intenso
desejo	NOM	desejo
de	PRP	de
O	V	<unknown>
agradar	V	agradar
.	SENT	.
</s>
<s>
Donde	PRP+ADV	de
,	VIRG	,
algumas	ADJ	alguma
vezes	NOM	vez
,	VIRG	,
vinha	V	vir
a	PRP	a
cair	V	cair
em	PRP	em
uma	DET	uma
profunda	ADJ	profundo
malencolia	NOM	<unknown>
,	VIRG	,
nacida	V	<unknown>
de	PRP	de
lhe	P	lhe
parecer	V	parecer
que	CONJSUB	que
fazia	V	fazer
pouco	ADV	pouco
em	PRP	em
serviço	NOM	serviço
de	PRP	de
tão	ADV	tão
bom	ADJ	bom
Senhor	NOM	senhor
.	SENT	.
</s>
<s>
E	CONJ	e
notando-lhe	V+P	notar
certo	ADJ	certo
religioso	ADJ	religioso
um	DET	um
dia	NOM	dia
esta	DET	esta
diferença	NOM	diferença
no	PRP+DET	em
rosto	NOM	rosto
e	CONJ	e
perguntando-lhe	V+P	perguntar
a	DET	a
causa	NOM	causa
,	VIRG	,
como	CONJ	como
pessoa	NOM	pessoa
a	PRP	a
quem	PR	quem
Frei	V	<unknown>
Bertolameu	NOM	<unknown>
dava	V	dar
conta	V	contar
de	PRP	de
sua	ADJ	sua
alma	NOM	alma
(	QUOTE	(
porque	CONJ	porque
per	PRP	per
sua	ADJ	sua
humildade	NOM	humildade
não	ADV	não
se	P	se
fiava	V	fiar
de	PRP	de
si	P	si
em	PRP	em
nada	P	nada
)	QUOTE	)
,	VIRG	,
respondeu	V	responder
que	CONJSUB	que
a	DET	a
tristeza	NOM	tristeza
e	CONJ	e
desconsolação	NOM	desconsolação
que	PR	que
seu	ADJ	seu
gesto	NOM	gesto
representava	V	representar
era	V	ser
muito	ADV	muito
menos	ADV	menos
da	PRP+DET	de
que	PR	que
interiormente	ADV	interiormente
atribulava	V	atribular
sua	ADJ	sua
alma	NOM	alma
,	VIRG	,
e	CONJ	e
a	DET	a
rezão	NOM	<unknown>
era	V	ser
ver	V	ver
o	DET	o
mal	NOM	mal
que	PR	que
correspondia	V	corresponder
com	PRP	com
o	DET	o
muito	ADV	muito
que	PR	que
devia	V	dever
a	DET	a
Deus	NOM	deus
e	CONJ	e
considerar	V	considerar
sua	ADJ	sua
grande	ADJ	grande
frieza	NOM	frieza
e	CONJ	e
descuido	NOM	descuido
,	VIRG	,
à	PRP+DET	a
vista	NOM	vista
de	PRP	de
tantos	P	tanto
e	CONJ	e
tão	ADV	tão
santos	NOM	santo
exemplos	NOM	exemplo
como	CONJ	como
tínhamos	V	ter
nos	PRP+DET	em
primeiros	ADJ	primeiro
padres	NOM	padre
de	PRP	de
nossa	ADJ	nossa
sagrada	ADJ	sagrado
Ordem	V	<unknown>
.	SENT	.
</s>
<s>
Com	PRP	com
estes	DET	este
exercícios	NOM	exercício
,	VIRG	,
que	PR	que
nunca	ADV	nunca
largava	V	largar
da	PRP+DET	de
mão	NOM	mão
,	VIRG	,
saiu	V	sair
em	PRP	em
breve	ADJ	breve
tempo	NOM	tempo
perfeito	ADJ	perfeito
religioso	ADJ	religioso
e	CONJ	e
consumado	ADJ	consumado
teólogo	NOM	teólogo
.	SENT	.
</s>
<s>
CAPÍTULO	NOM	capítulo
IV	NOM	<unknown>
Como	NOM	<unknown>
leu	NOM	leu
dous	V	<unknown>
cursos	NOM	curso
de	PRP	de
Artes	NOM	arte
e	CONJ	e
,	VIRG	,
despois	V	<unknown>
,	VIRG	,
Teologia	NOM	teologia
,	VIRG	,
e	CONJ	e
recebeu	V	receber
os	DET	o
graus	NOM	grau
de	PRP	de
Presentado	NOM	<unknown>
e	CONJ	e
Mestre	NOM	mestre
.	SENT	.
</s>
<s>
Quando	CONJ	quando
começava	V	começar
a	PRP	a
estudar	V	estudar
a	DET	a
sagrada	ADJ	sagrado
Teologia	NOM	teologia
sucedeu	V	suceder
celebrar-se	V+P	celebrar
capítulo	NOM	capítulo
provincial	ADJ	provincial
em	PRP	em
Guimarães	NOM	guimarães
,	VIRG	,
no	PRP+DET	em
ano	NOM	ano
de	PRP	de
mil	CARD	mil
e	CONJ	e
quinhentos	CARD	quinhentos
e	CONJ	e
trinta	CARD	trinta
e	CONJ	e
dous	V	<unknown>
.	SENT	.
</s>
<s>
E	CONJ	e
foi	V	ir
mandado	V	mandar
a	PRP	a
ele	P	ele
por	PRP	por
uma	DET	uma
das	PRP+DET	de
melhores	ADJ	melhor
habilidades	NOM	habilidade
da	PRP+DET	de
Ordem	V	<unknown>
,	VIRG	,
pera	V	esperar
defender	V	defender
umas	DET	uma
conclusões	NOM	conclusão
de	PRP	de
Lógica	NOM	lógica
.	SENT	.
</s>
<s>
Nelas	PRP+P	ela
confirmou	V	confirmar
largamente	ADV	largamente
a	DET	a
opinião	NOM	opinião
que	PR	que
dele	PRP+P	de
se	P	se
tinha	V	ter
,	VIRG	,
porque	CONJ	porque
respondeu	V	responder
aos	PRP+DET	a
argumentos	NOM	argumento
com	PRP	com
muita	ADJ	muita
viveza	NOM	viveza
de	PRP	de
engenho	NOM	engenho
e	CONJ	e
com	PRP	com
uma	DET	uma
certa	ADJ	certo
confiança	NOM	confiança
que	PR	que
mais	ADV	mais
parecia	V	parecer
leitor	NOM	leitor
antigo	ADJ	antigo
que	PR	que
sustentante	V	<unknown>
moderno.Poucos	V	<unknown>
anos	NOM	ano
despois	V	<unknown>
,	VIRG	,
no	PRP+DET	em
primeiro	CARD	primeiro
capítulo	NOM	capítulo
que	PR	que
celebraram	V	celebrar
,	VIRG	,
entrando	V	entrar
neste	PRP+P	em
Reino	NOM	reino
o	DET	o
Padre	NOM	padre
Jerónimo	NOM	<unknown>
de	PRP	de
Padilha	NOM	padilha
e	CONJ	e
os	DET	o
mais	ADV	mais
companheiros	NOM	companheiro
que	PR	que
com	PRP	com
ele	P	ele
deceram	V	<unknown>
de	PRP	de
Castela	NOM	castela
,	VIRG	,
com	PRP	com
título	NOM	título
de	PRP	de
reformadores	NOM	reformador
,	VIRG	,
à	PRP+DET	a
petição	NOM	petição
d'el-Rei	NOM	<unknown>
Dom	NOM	dom
João	NOM	João
,	VIRG	,
teve	V	ter
Frei	NOM	frei
Bertolameu	NOM	<unknown>
conclusões	NOM	conclusão
de	PRP	de
Teologia.Foi	NOM	<unknown>
o	DET	o
capítulo	NOM	capítulo
em	PRP	em
Lisboa	NOM	Lisboa
.	SENT	.
</s>
<s>
Houve	V	haver
grande	ADJ	grande
concurso	NOM	concurso
de	PRP	de
todas	ADJ	todo
as	DET	a
Religiões	NOM	religião
,	VIRG	,
como	CONJ	como
é	V	ser
de	PRP	de
crer	V	crer
,	VIRG	,
à	PRP+DET	a
conta	NOM	conta
dos	PRP+DET	de
novos	ADJ	novo
reformadores	NOM	reformador
.	SENT	.
</s>
<s>
Aqui	ADV	aqui
se	P	se
assinalou	V	assinalar
Frei	V	<unknown>
Bertolameu	NOM	<unknown>
de	PRP	de
maneira	NOM	maneira
que	PR	que
honrou	V	honrar
a	DET	a
Província	NOM	província
e	CONJ	e
ganhou	V	ganhar
grande	ADJ	grande
nome	NOM	nome
com	PRP	com
os	DET	o
estrangeiros	ADJ	estrangeiro
e	CONJ	e
naturais	ADJ	natural
,	VIRG	,
com	PRP	com
grande	ADJ	grande
alegria	NOM	alegria
e	CONJ	e
aplauso	NOM	aplauso
dos	PRP+DET	de
padres	NOM	padre
que	PR	que
o	P	o
criaram	V	criar
,	VIRG	,
do	PRP+DET	de
que	PR	que
resultou	V	resultar
declararem-no	V+P	declarar
logo	ADV	logo
por	PRP	por
leitor	NOM	leitor
de	PRP	de
Artes	NOM	arte
do	PRP+DET	de
Colégio	NOM	colégio
de	PRP	de
Lisboa	NOM	Lisboa
,	VIRG	,
instituído	V	instituir
por	PRP	por
el-Rei	V	<unknown>
Dom	V	<unknown>
Manuel	NOM	Manuel
,	VIRG	,
donde	PRP+ADV	de
o	DET	o
mesmo	ADJ	mesmo
leitor	NOM	leitor
era	V	ser
colegial	ADJ	colegial
,	VIRG	,
sem	PRP	sem
preceder	V	preceder
,	VIRG	,
pera	V	esperar
o	DET	o
leitorado	NOM	<unknown>
,	VIRG	,
pretensão	NOM	pretensão
nem	CONJ	nem
diligência	NOM	diligência
,	VIRG	,
nem	CONJ	nem
ainda	ADV	ainda
imaginação	NOM	imaginação
sua	ADJ	sua
.	SENT	.
</s>
<s>
Juntamente	ADV	juntamente
lhe	P	lhe
foi	V	ir
mandado	V	mandar
polos	NOM	polo
prelados	NOM	prelado
que	PR	que
começasse	V	começar
a	PRP	a
exercitar	V	exercitar
o	DET	o
ofício	NOM	ofício
de	PRP	de
pregador	NOM	pregador
apostólico	ADJ	apostólico
,	VIRG	,
que	PR	que
é	V	ser
o	DET	o
fim	NOM	fim
dos	PRP+DET	de
estudos	NOM	estudo
e	CONJ	e
trabalhos	NOM	trabalho
da	PRP+DET	de
Ordem	V	<unknown>
.	SENT	.
</s>
<s>
Em	PRP	em
uma	DET	uma
e	CONJ	e
outra	ADJ	outro
cousa	NOM	coisa
começou	V	começar
a	DET	a
entender	NOM	entender
,	VIRG	,
armando-se	V+P	armar
primeiro	CARD	primeiro
de	PRP	de
dobradas	ADJ	dobrado
horas	NOM	hora
de	PRP	de
oração	NOM	oração
,	VIRG	,
como	CONJ	como
quem	PR	quem
tinha	V	ter
experiência	NOM	experiência
que	PR	que
se	P	se
alcançava	V	alcançar
mais	ADV	mais
nela	PRP+P	ela
em	PRP	em
pouco	ADV	pouco
espaço	NOM	espaço
que	PR	que
nos	PRP+DET	em
melhores	ADJ	melhor
cartapácios	NOM	<unknown>
em	PRP	em
muito	ADV	muito
.	SENT	.
</s>
<s>
Pedia	V	pedir
a	DET	a
Deus	NOM	deus
que	PR	que
lhe	P	lhe
desse	V	dar
particular	ADJ	particular
favor	NOM	favor
e	CONJ	e
ajuda	NOM	ajuda
pera	PRP	para
fazer	V	fazer
discípulos	NOM	discípulo
santos	NOM	santo
,	VIRG	,
mais	ADV	mais
que	CONJSUB	que
doutos	ADJ	douto
,	VIRG	,
com	PRP	com
a	DET	a
lição	NOM	lição
,	VIRG	,
e	CONJ	e
pera	V	esperar
salvar	V	salvar
almas	ADJ	alma
,	VIRG	,
com	PRP	com
a	DET	a
pregação	NOM	pregação
.	SENT	.
</s>
<s>
Assi	NOM	<unknown>
,	VIRG	,
foi	V	ir
sempre	ADV	sempre
o	DET	o
intento	NOM	intento
de	PRP	de
seus	ADJ	seu
sermões	NOM	sermão
desterrar	V	desterrar
vícios	NOM	vício
e	CONJ	e
pecados	NOM	pecado
,	VIRG	,
mostrando	V	mostrar
o	DET	o
dano	NOM	dano
e	CONJ	e
o	DET	o
perigo	NOM	perigo
deles	PRP+P	de
,	VIRG	,
e	CONJ	e
afeiçoar	V	afeiçoar
os	DET	o
corações	NOM	coração
a	PRP	a
Deus	NOM	deus
.	SENT	.
</s>
<s>
E	CONJ	e
como	CONJ	como
a	DET	a
palavra	NOM	palavra
divina	ADJ	divino
seja	V	ser
espada	V	espadar
de	PRP	de
fogo	NOM	fogo
,	VIRG	,
e	CONJ	e
poderosíssima	ADJ	poderoso
,	VIRG	,
pera	V	esperar
estes	DET	este
efeitos	NOM	efeito
,	VIRG	,
se	P	se
não	ADV	não
bota	V	botar
os	DET	o
fios	NOM	fio
na	PRP+DET	em
boca	NOM	boca
do	PRP+DET	de
pregador	NOM	pregador
(	QUOTE	(
o	DET	o
que	PR	que
acontece	V	acontecer
quando	CONJ	quando
ele	P	ele
se	P	se
busca	V	buscar
a	PRP	a
si	P	si
,	VIRG	,
mais	ADV	mais
que	CONJSUB	que
a	DET	a
Deus	NOM	deus
,	VIRG	,
pretendendo	V	pretender
fazer	V	fazer
alardo	V	alardar
de	PRP	de
letras	NOM	letra
e	CONJ	e
engenho	NOM	engenho
,	VIRG	,
mais	ADV	mais
que	PR	que
converter	V	converter
almas	ADJ	alma
)	QUOTE	)
,	VIRG	,
determinou	V	determinar
trazer	V	trazer
sempre	ADV	sempre
diante	PRP	diante
dos	PRP+DET	de
olhos	NOM	olho
um	DET	um
espertador	NOM	<unknown>
desta	PRP+P	de
verdade	NOM	verdade
,	VIRG	,
o	DET	o
qual	PR	qual
achou	V	achar
nas	PRP+DET	em
duas	CARD	dois
palavras	NOM	palavra
:	SENT	:
Ardere	V	<unknown>
et	F	et
lucere	V	<unknown>
,	VIRG	,
em	PRP	em
que	PR	que
Cristo	NOM	Cristo
,	VIRG	,
nosso	ADJ	nosso
Redentor	NOM	redentor
,	VIRG	,
significou	V	significar
as	DET	a
obrigações	NOM	obrigação
do	PRP+DET	de
verdadeiro	ADJ	verdadeiro
pregador	NOM	pregador
evangélico	ADJ	evangélico
,	VIRG	,
louvando	V	louvar
ao	PRP+DET	a
glorioso	ADJ	glorioso
Bautista	NOM	<unknown>
e	CONJ	e
mostrando	V	mostrar
que	CONJSUB	que
quem	PR	quem
tal	P	tal
houver	V	haver
de	PRP	de
ser	V	ser
,	VIRG	,
primeiro	CARD	primeiro
há-de	V	haver
arder	V	arder
em	PRP	em
fogo	NOM	fogo
de	PRP	de
amor	NOM	amor
divino	ADJ	divino
e	CONJ	e
da	PRP+DET	de
salvação	NOM	salvação
