<text id="barreto1948">
<s>
CLARA	NOM	clara
que	PR	que
o	P	o
prendera	V	prender
e	CONJ	e
o	P	o
conhecia	V	conhecer
como	CONJ	como
homem	NOM	homem
morigerado	V	morigerar
e	CONJ	e
qualificado	V	qualificar
.	SENT	.
</s>
<s>
Entretanto	CONJ	entretanto
,	VIRG	,
o	DET	o
guarda	NOM	guarda
das	PRP+DET	de
obras	NOM	obra
públicas	ADJ	público
sempre	ADV	sempre
supôs	V	supor
que	CONJSUB	que
a	DET	a
sua	ADJ	sua
libertação	NOM	libertação
tivesse	V	ter
sido	V	ser
obra	NOM	obra
de	PRP	de
Cassi	NOM	<unknown>
,	VIRG	,
por	PRP	por
isso	P	isso
lhe	P	lhe
era	V	ser
grato	ADJ	grato
e	CONJ	e
o	P	o
defendia	V	defender
com	PRP	com
todo	ADJ	todo
o	DET	o
ardor	NOM	ardor
.	SENT	.
</s>
<s>
Lafões	NOM	<unknown>
era	V	ser
um	DET	um
homem	NOM	homem
simplório	ADJ	simplório
,	VIRG	,
que	PR	que
só	ADV	só
tinha	V	ter
agudeza	NOM	agudeza
de	PRP	de
sentidos	NOM	sentido
para	PRP	para
o	DET	o
dinheiro	NOM	dinheiro
que	PR	que
vencia	V	vencer
.	SENT	.
</s>
<s>
Vivendo	V	viver
sempre	ADV	sempre
em	PRP	em
círculos	NOM	círculo
limitados	ADJ	limitado
,	VIRG	,
habituado	ADJ	habituado
a	PRP	a
ver	V	ver
o	DET	o
valor	NOM	valor
dos	PRP+DET	de
homens	NOM	homem
nas	PRP+DET	em
roupas	NOM	roupa
e	CONJ	e
no	PRP+DET	em
parentesco	NOM	parentesco
,	VIRG	,
ele	P	ele
não	ADV	não
podia	V	poder
conceber	V	conceber
que	CONJSUB	que
torvo	ADJ	torvo
indivíduo	NOM	indivíduo
era	V	ser
o	DET	o
tal	ADJ	tal
Cassi	NOM	<unknown>
;	SENT	;
que	PR	que
alma	NOM	alma
suja	ADJ	sujo
e	CONJ	e
má	ADJ	mau
era	V	ser
a	DET	a
dele	PRP+P	de
,	VIRG	,
para	PRP	para
se	P	se
interessar	V	interessar
generosamente	ADV	generosamente
por	PRP	por
alguém	P	alguém
.	SENT	.
</s>
<s>
Muito	ADV	muito
diferente	ADJ	diferente
do	PRP+DET	de
guarda	NOM	guarda
era	V	ser
Marramaque	NOM	<unknown>
,	VIRG	,
cujo	PR	cujo
âmbito	NOM	âmbito
de	PRP	de
vida	NOM	vida
sempre	ADV	sempre
fora	V	ir
mais	ADV	mais
amplo	ADJ	amplo
e	CONJ	e
mais	ADV	mais
variado	ADJ	variado
.	SENT	.
</s>
<s>
Abraçava	V	abraçar
um	DET	um
maior	ADJ	maior
horizonte	NOM	horizonte
de	PRP	de
existência	NOM	existência
humana	ADJ	humano
...	SENT	.
</s>
<s>..
Quando	V	<unknown>
aquele	P	aquele
lembrou	V	lembrar
que	CONJSUB	que
se	P	se
convidasse	V	convidar
o	DET	o
celebrizado	V	celebrizar
violeiro	NOM	violeiro
,	VIRG	,
o	DET	o
contínuo	ADJ	contínuo
viu	V	ver
logo	ADV	logo
os	DET	o
perigos	NOM	perigo
que	PR	que
a	DET	a
presença	NOM	presença
do	PRP+DET	de
profissional	NOM	profissional
da	PRP+DET	de
desonra	NOM	desonra
das	PRP+DET	de
famílias	NOM	família
podia	V	poder
trazer	V	trazer
à	PRP+DET	a
paz	NOM	paz
e	CONJ	e
ao	PRP+DET	a
sossego	NOM	sossego
que	PR	que
reinavam	V	reinar
na	PRP+DET	em
casa	NOM	casa
de	PRP	de
Joaquim	NOM	Joaquim
dos	PRP+DET	de
Anjos	NOM	anjo
.	SENT	.
</s>
<s>
Além	ADV	além
de	PRP	de
compadre	NOM	compadre
,	VIRG	,
Marramaque	NOM	<unknown>
era	V	ser
profundamente	ADV	profundamente
amigo	ADJ	amigo
do	PRP+DET	de
carteiro	NOM	carteiro
,	VIRG	,
que	PR	que
o	P	o
auxiliava	V	auxiliar
nos	PRP+DET	em
seus	ADJ	seu
transes	NOM	transe
de	PRP	de
toda	ADJ	todo
a	DET	a
ordem	NOM	ordem
:	SENT	:
um	DET	um
pouco	ADV	pouco
,	VIRG	,
originados	ADJ	originado
pelos	PRP+DET	por
hábitos	NOM	hábito
boêmios	ADJ	boêmio
que	PR	que
,	VIRG	,
de	PRP	de
todo	ADJ	todo
,	VIRG	,
não	ADV	não
perdera	V	perder
;	SENT	;
um	DET	um
pouco	ADV	pouco
,	VIRG	,
pela	PRP+DET	por
exigüidade	NOM	exigüidade
de	PRP	de
seus	ADJ	seu
vencimentos	NOM	vencimento
,	VIRG	,
com	PRP	com
os	DET	o
quais	PR	qual
sustentava	V	sustentar
uma	DET	uma
irmã	NOM	irmão
viúva	NOM	viúvo
e	CONJ	e
dois	CARD	dois
filhos	NOM	filho
dela	PRP+P	de
,	VIRG	,
ainda	ADV	ainda
menores	ADJ	menor
,	VIRG	,
com	PRP	com
os	DET	o
quais	PR	qual
morava	V	morar
,	VIRG	,
nas	PRP+DET	em
proximidades	NOM	proximidade
de	PRP	de
Joaquim	NOM	Joaquim
.	SENT	.
</s>
<s>
Na	PRP+DET	em
sua	ADJ	sua
vida	NOM	vida
,	VIRG	,
tão	ADV	tão
agitada	ADJ	agitado
e	CONJ	e
tão	ADV	tão
variada	ADJ	variado
,	VIRG	,
ele	P	ele
sempre	ADV	sempre
observou	V	observar
a	DET	a
atmosfera	NOM	atmosfera
de	PRP	de
corrupção	NOM	corrupção
que	PR	que
cerca	V	cercar
as	DET	a
raparigas	NOM	rapariga
do	PRP+DET	de
nascimento	NOM	nascimento
e	CONJ	e
da	PRP+DET	de
cor	NOM	cor
de	PRP	de
sua	ADJ	sua
afilhada	NOM	afilhado
;	SENT	;
e	CONJ	e
também	ADV	também
o	DET	o
mau	ADJ	mau
conceito	NOM	conceito
em	PRP	em
que	PR	que
se	P	se
têm	V	ter
as	DET	a
suas	ADJ	sua
virtudes	NOM	virtude
de	PRP	de
mulher	NOM	mulher
.	SENT	.
</s>
<s>
A	DET	a
priori	ADV	priori
,	VIRG	,
estão	V	estar
condenadas	ADJ	condenado
;	SENT	;
e	CONJ	e
tudo	P	tudo
e	CONJ	e
todos	P	todo
pareciam	V	parecer
condenar	V	condenar
os	DET	o
seus	ADJ	seu
esforços	NOM	esforço
e	CONJ	e
os	DET	o
dos	PRP+DET	de
seus	ADJ	seu
para	PRP	para
elevar	V	elevar
a	DET	a
sua	ADJ	sua
condição	NOM	condição
moral	ADJ	moral
e	CONJ	e
social	ADJ	social
.	SENT	.
</s>
<s>
Se	P	se
assim	ADV	assim
acontecia	V	acontecer
com	PRP	com
as	DET	a
honestas	ADJ	honesto
,	VIRG	,
como	CONJ	como
não	ADV	não
pensaria	V	pensar
sobre	PRP	sobre
o	DET	o
mesmo	ADJ	mesmo
tema	NOM	tema
um	DET	um
malandro	NOM	malandro
,	VIRG	,
um	DET	um
valdevinos	NOM	valdevino
,	VIRG	,
um	DET	um
inconsciente	ADJ	inconsciente
,	VIRG	,
um	DET	um
vagabundo	NOM	vagabundo
cínico	ADJ	cínico
,	VIRG	,
como	CONJ	como
ele	P	ele
sabia	V	saber
ser	V	ser
o	DET	o
tal	ADJ	tal
Cassi	NOM	<unknown>
?	SENT	?
Durante	PRP	durante
o	DET	o
jantar	NOM	jantar
,	VIRG	,
ainda	ADV	ainda
se	P	se
falou	V	falar
muito	ADV	muito
a	DET	a
respeito	NOM	respeito
,	VIRG	,
mas	CONJ	mas
com	PRP	com
as	DET	a
reservas	NOM	reserva
que	PR	que
a	DET	a
assistência	NOM	assistência
de	PRP	de
uma	DET	uma
moça	NOM	moço
pedia	V	pedir
fossem	V	ir
tomadas	V	tomar
.	SENT	.
</s>
<s>
-	QUOTE	-
Vamos	I	vamos
experimentar	V	experimentar
,	VIRG	,
meu	ADJ	meu
caro	ADJ	caro
Marramaque	NOM	<unknown>
.	SENT	.
</s>
<s>
"	QUOTE	"
Ele	P	ele
"	QUOTE	"
sabe	V	saber
com	PRP	com
quem	PR	quem
se	P	se
mete	V	meter
...	SENT	.
</s>
<s>..
-	QUOTE	-
Eu	NOM	eu
cá	ADV	cá
,	VIRG	,
por	PRP	por
mim	P	mim
,	VIRG	,
nada	P	nada
tenho	V	ter
a	PRP	a
dizer	V	dizer
dele	PRP+P	de
.	SENT	.
</s>
<s>
Sempre	ADV	sempre
me	P	me
tratou	V	tratar
muito	ADV	muito
bem	ADV	bem
e	CONJ	e
sou-lhe	V+P	ser
grato	ADJ	grato
.	SENT	.
</s>
<s>
-	QUOTE	-
É	V	ser
que	CONJSUB	que
você	P	você
,	VIRG	,
Lafões	NOM	<unknown>
,	VIRG	,
não	ADV	não
lê	V	ler
os	DET	o
jornais	NOM	jornal
.	SENT	.
</s>
<s>
-	QUOTE	-
Qual	PR	qual
jornais	NOM	jornal
!	SENT	!
Qual	PR	qual
nada	P	nada
!	SENT	!
Tudo	P	tudo
que	PR	que
lá	ADV	lá
vem	V	vir
neles	PRP+P	ele
é	V	ser
mentira	NOM	mentira
.	SENT	.
</s>
<s>
Clara	NOM	clara
ouvia	V	ouvir
esse	DET	esse
diálogo	NOM	diálogo
com	PRP	com
muita	ADJ	muita
atenção	NOM	atenção
e	CONJ	e
forte	ADJ	forte
curiosidade	NOM	curiosidade
.	SENT	.
</s>
<s>
Num	PRP+DET	em
dado	ADJ	dado
momento	NOM	momento
,	VIRG	,
não	ADV	não
se	P	se
conteve	V	conter
e	CONJ	e
perguntou	V	perguntar
:	SENT	:
-	QUOTE	-
O	DET	o
que	PR	que
é	V	ser
que	CONJSUB	que
esse	DET	esse
Cassi	NOM	<unknown>
faz	V	fazer
,	VIRG	,
padrinho	NOM	padrinho
?	SENT	?
A	DET	a
mãe	NOM	mãe
acudiu	V	acudir
ríspida	ADJ	ríspido
,	VIRG	,
dizendo	V	dizer
:	SENT	:
-	QUOTE	-
Não	ADV	não
é	V	ser
de	PRP	de
tua	ADJ	tua
conta	NOM	conta
,	VIRG	,
bisbilhoteira	NOM	bisbilhoteiro
!	SENT	!
A	DET	a
única	ADJ	único
filha	NOM	filho
do	PRP+DET	de
carteiro	NOM	carteiro
,	VIRG	,
Clara	NOM	clara
,	VIRG	,
fora	ADV	fora
criada	V	criar
com	PRP	com
o	DET	o
recato	NOM	recato
e	CONJ	e
os	DET	o
mimos	NOM	mimo
que	PR	que
,	VIRG	,
na	PRP+DET	em
sua	ADJ	sua
condição	NOM	condição
,	VIRG	,
talvez	ADV	talvez
lhe	P	lhe
fossem	V	ir
prejudiciais	ADJ	prejudicial
.	SENT	.
</s>
<s>
Puxava	V	puxar
a	DET	a
ambos	CARD	ambos
os	DET	o
pais	NOM	pai
.	SENT	.
</s>
<s>
O	DET	o
carteiro	NOM	carteiro
era	V	ser
pardo-claro	V	<unknown>
,	VIRG	,
mas	CONJ	mas
com	PRP	com
cabelo	NOM	cabelo
ruim	ADJ	ruim
,	VIRG	,
como	CONJ	como
se	P	se
diz	V	dizer
;	SENT	;
a	DET	a
mulher	NOM	mulher
,	VIRG	,
porém	CONJ	porém
,	VIRG	,
apesar	L	apesar
de	PRP	de
mais	ADV	mais
escura	ADJ	escuro
,	VIRG	,
tinha	V	ter
o	DET	o
cabelo	NOM	cabelo
liso	ADJ	liso
.	SENT	.
</s>
<s>
Na	PRP+DET	em
tez	NOM	tez
,	VIRG	,
a	DET	a
filha	NOM	filho
tirava	V	tirar
ao	PRP+DET	a
pai	NOM	pai
;	SENT	;
e	CONJ	e
no	PRP+DET	em
cabelo	NOM	cabelo
,	VIRG	,
à	PRP+DET	a
mãe	NOM	mãe
.	SENT	.
</s>
<s>
Joaquim	NOM	Joaquim
era	V	ser
alto	ADJ	alto
,	VIRG	,
bem	ADV	bem
alto	ADJ	alto
,	VIRG	,
acima	ADV	acima
da	PRP+DET	de
média	NOM	média
,	VIRG	,
ombros	NOM	ombro
quadrados	ADJ	quadrado
e	CONJ	e
rija	ADJ	rijo
musculatura	NOM	musculatura
;	SENT	;
a	DET	a
mãe	NOM	mãe
,	VIRG	,
não	ADV	não
sendo	V	ser
muito	ADV	muito
baixa	ADJ	baixo
,	VIRG	,
escapava	V	escapar
à	PRP+DET	a
média	NOM	média
da	PRP+DET	de
altura	NOM	altura
de	PRP	de
nossas	ADJ	nossa
mulheres	NOM	mulher
em	PRP	em
geral	ADJ	geral
.	SENT	.
</s>
<s>
Tinha	V	ter
ela	P	ela
uma	DET	uma
fisionomia	NOM	fisionomia
medida	NOM	medida
,	VIRG	,
de	PRP	de
traços	NOM	traço
breves	ADJ	breve
,	VIRG	,
mas	CONJ	mas
regular	ADJ	regular
;	SENT	;
o	DET	o
que	PR	que
não	ADV	não
acontecia	V	acontecer
com	PRP	com
o	DET	o
marido	NOM	marido
,	VIRG	,
que	PR	que
era	V	ser
possuidor	ADJ	possuidor
de	PRP	de
um	DET	um
grosso	ADJ	grosso
nariz	NOM	nariz
,	VIRG	,
quase	ADV	quase
chato	ADJ	chato
,	VIRG	,
e	CONJ	e
malares	V	malar
salientes	ADJ	saliente
.	SENT	.
</s>
<s>
A	DET	a
filha	NOM	filho
,	VIRG	,
a	DET	a
Clara	NOM	clara
,	VIRG	,
havia	V	haver
ficado	V	ficar
em	PRP	em
tudo	P	tudo
entre	PRP	entre
os	DET	o
dois	CARD	dois
;	SENT	;
média	ADJ	médio
deles	PRP+P	de
,	VIRG	,
dos	PRP+DET	de
seus	ADJ	seu
pais	NOM	pai
,	VIRG	,
era	V	ser
bem	ADV	bem
exatamente	ADV	exatamente
a	DET	a
filha	NOM	filho
de	PRP	de
ambos	CARD	ambos
.	SENT	.
</s>
<s>
Habituada	V	habituar
às	PRP+DET	a
musicatas	NOM	<unknown>
do	PRP+DET	de
pai	NOM	pai
e	CONJ	e
dos	PRP+DET	de
amigos	NOM	amigo
,	VIRG	,
crescera	V	crescer
cheia	ADJ	cheio
de	PRP	de
vapores	NOM	vapor
de	PRP	de
modinhas	NOM	moda
e	CONJ	e
enfumaçara	V	enfumaçar
a	DET	a
sua	ADJ	sua
pequena	ADJ	pequeno
alma	NOM	alma
de	PRP	de
rapariga	NOM	rapariga
pobre	ADJ	pobre
e	CONJ	e
de	PRP	de
cor	NOM	cor
com	PRP	com
os	DET	o
dengues	NOM	dengue
e	CONJ	e
o	DET	o
simplório	ADJ	simplório
sentimentalismo	NOM	sentimentalismo
amoroso	ADJ	amoroso
dos	PRP+DET	de
descantes	V	descantar
e	CONJ	e
cantarolas	V	cantarolar
populares	ADJ	popular
.	SENT	.
</s>
<s>
Raramente	ADV	raramente
saía	V	sair
,	VIRG	,
a	DET	a
não	ADV	não
ser	V	ser
para	PRP	para
ir	V	ir
bem	ADV	bem
perto	ADV	perto
,	VIRG	,
à	PRP+DET	a
casa	NOM	casa
de	PRP	de
Dona	NOM	dono
Margarida	NOM	Margarida
,	VIRG	,
aprender	V	aprender
a	PRP	a
bordar	V	bordar
e	CONJ	e
a	P	a
costurar	V	costurar
,	VIRG	,
ou	CONJ	ou
com	PRP	com
esta	P	esta
ir	V	ir
ao	PRP+DET	a
cinema	NOM	cinema
e	CONJ	e
a	DET	a
compras	NOM	compra
de	PRP	de
fazendas	NOM	fazenda
e	CONJ	e
calçado	NOM	calçado
.	SENT	.
</s>
<s>
A	DET	a
casa	NOM	casa
dessa	PRP+P	de
senhora	NOM	senhor
ficava	V	ficar
a	DET	a
quatro	CARD	quatro
passos	NOM	passo
de	PRP	de
distância	NOM	distância
da	PRP+DET	de
do	PRP+DET	de
carteiro	NOM	carteiro
.	SENT	.
</s>
<s>
Apesar	L	apesar
de	PRP	de
ser	V	ser
uso	NOM	uso
,	VIRG	,
nos	PRP+DET	em
subúrbios	NOM	subúrbio
,	VIRG	,
irem	V	ir
as	DET	a
senhoras	NOM	senhor
e	CONJ	e
moças	NOM	moço
às	PRP+DET	a
vendas	NOM	venda
fazer	V	fazer
compras	NOM	compra
,	VIRG	,
Dona	NOM	dono
Engrácia	NOM	<unknown>
,	VIRG	,
sua	ADJ	sua
mãe	NOM	mãe
,	VIRG	,
nunca	ADV	nunca
consentiu	V	consentir
que	CONJSUB	que
ela	P	ela
o	P	o
fizesse	V	fazer
,	VIRG	,
embora	ADV	embora
de	PRP	de
sua	ADJ	sua
casa	NOM	casa
se	P	se
avistasse	V	avistar
tudo	P	tudo
o	DET	o
que	PR	que
se	P	se
passava	V	passar
,	VIRG	,
no	PRP+DET	em
armazém	NOM	armazém
do	PRP+DET	de
"	QUOTE	"
Seu	V	<unknown>
"	QUOTE	"
Nascimento	NOM	nascimento
,	VIRG	,
fornecedor	NOM	fornecedor
da	PRP+DET	de
família	NOM	família
.	SENT	.
</s>
<s>
Essa	DET	essa
clausura	NOM	clausura
mais	ADV	mais
alanceava	V	alancear
sua	ADJ	sua
alma	NOM	alma
para	PRP	para
sonhos	NOM	sonho
vagos	ADJ	vago
,	VIRG	,
cuja	PR	cuja
expansão	NOM	expansão
ela	P	ela
encontrava	V	encontrar
nas	PRP+DET	em
modinhas	NOM	moda
e	CONJ	e
em	PRP	em
certas	ADJ	certo
poesias	NOM	poesia
populares	ADJ	popular
.	SENT	.
</s>
<s>
Com	PRP	com
esse	DET	esse
estado	NOM	estado
de	PRP	de
espírito	NOM	espírito
,	VIRG	,
o	DET	o
seu	ADJ	seu
anseio	NOM	anseio
era	V	ser
que	CONJSUB	que
o	DET	o
pai	NOM	pai
consentisse	V	consentir
na	PRP+DET	em
visita	NOM	visita
do	PRP+DET	de
famoso	ADJ	famoso
violeiro	NOM	violeiro
,	VIRG	,
cuja	PR	cuja
má	ADJ	mau
fama	NOM	fama
ela	P	ela
não	ADV	não
conhecia	V	conhecer
nem	CONJ	nem
suspeitava	V	suspeitar
,	VIRG	,
devido	NOM	devido
ao	PRP+DET	a
cerco	NOM	cerco
desvelado	V	desvelar
que	CONJSUB	que
a	DET	a
mãe	NOM	mãe
lhe	P	lhe
punha	V	pôr
à	PRP+DET	a
vida	NOM	vida
;	SENT	;
entretanto	CONJ	entretanto
,	VIRG	,
supunha	V	supor
que	CONJSUB	que
ele	P	ele
tirava	V	tirar
do	PRP+DET	de
violão	NOM	violão
sons	NOM	som
mágicos	NOM	mágico
e	CONJ	e
cantava	V	cantar
coisas	NOM	coisa
celestiais	ADJ	celestial
.	SENT	.
</s>
<s>
Joaquim	NOM	Joaquim
dos	PRP+DET	de
Anjos	NOM	anjo
,	VIRG	,
afinal	ADV	afinal
,	VIRG	,
tendo	V	tender
o	DET	o
assentimento	NOM	assentimento
da	PRP+DET	de
mulher	NOM	mulher
e	CONJ	e
também	ADV	também
curioso	ADJ	curioso
de	PRP	de
conhecer	V	conhecer
as	DET	a
habilidades	NOM	habilidade
de	PRP	de
Cassi	NOM	<unknown>
,	VIRG	,
no	PRP+DET	em
violão	NOM	violão
e	CONJ	e
na	PRP+DET	em
trova	NOM	trova
popular	ADJ	popular
,	VIRG	,
consentiu	V	consentir
que	CONJSUB	que
Lafões	NOM	<unknown>
o	P	o
trouxesse	V	trazer
em	PRP	em
sua	ADJ	sua
casa	NOM	casa
,	VIRG	,
no	PRP+DET	em
dia	NOM	dia
do	PRP+DET	de
aniversário	NOM	aniversário
de	PRP	de
Clara	NOM	clara
.	SENT	.
</s>
<s>
Viria	V	vir
aquela	DET	aquela
vez	NOM	vez
e	CONJ	e
não	ADV	não
viria	V	vir
mais	ADV	mais
...	SENT	.
</s>
<s>..
Lafões	NOM	<unknown>
acolheu	V	acolher
a	DET	a
resposta	NOM	resposta
com	PRP	com
viva	ADJ	vivo
alegria	NOM	alegria
e	CONJ	e
tratou	V	tratar
de	PRP	de
entender-se	V+P	entender
com	PRP	com
o	DET	o
tocador	NOM	tocador
mal-afamado	V	<unknown>
.	SENT	.
</s>
<s>
Fez	V	fazer
.	SENT	.
</s>
<s>
Quando	CONJ	quando
os	DET	o
seus	ADJ	seu
companheiros	NOM	companheiro
de	PRP	de
vagabundagem	NOM	vagabundagem
souberam	V	saber
,	VIRG	,
comentaram	V	comentar
cinicamente	ADV	cinicamente
o	DET	o
convite	NOM	convite
:	SENT	:
-	QUOTE	-
Conheço	V	conhecer
bem	ADV	bem
esse	DET	esse
carteiro	NOM	carteiro
.	SENT	.
</s>
<s>
Ele	P	ele
não	ADV	não
trabalha	V	trabalhar
aqui	ADV	aqui
;	SENT	;
mas	CONJ	mas
na	PRP+DET	em
cidade	NOM	cidade
,	VIRG	,
na	PRP+DET	em
zona	NOM	zona
dos	PRP+DET	de
bancos	NOM	banco
.	SENT	.
</s>
<s>
Deve	V	dever
ter	V	ter
dinheiro	NOM	dinheiro
.	SENT	.
</s>
<s>
Tem	V	ter
um	DET	um
pancadão	NOM	<unknown>
de	PRP	de
filha	NOM	filho
,	VIRG	,
meu	ADJ	meu
Deus	NOM	deus
!	SENT	!
Que	PR	que
torrão	NOM	torrão
de	PRP	de
açúcar	NOM	açúcar
!	SENT	!
-	QUOTE	-
Então	ADV	então
estás	V	estar
feito	V	fazer
,	VIRG	,
hein	I	hein
,	VIRG	,
Cassi	NOM	<unknown>
?	SENT	?
-	QUOTE	-
fez	V	fazer
alvarmente	V	<unknown>
Zezé	NOM	zezé
Mateus	NOM	mateus
àquela	PRP+P	a
tendenciosa	ADJ	tendencioso
observação	NOM	observação
de	PRP	de
Ataliba	NOM	ataliba
do	PRP+DET	de
Timbó	NOM	timbó
.	SENT	.
</s>
<s>
Cassi	NOM	<unknown>
,	VIRG	,
o	DET	o
mestre	NOM	mestre
suburbano	ADJ	suburbano
do	PRP+DET	de
violão	NOM	violão
,	VIRG	,
o	DET	o
dedo	NOM	dedo
da	PRP+DET	de
modinha	NOM	moda
,	VIRG	,
fingiu-se	V+P	fingir
aborrecido	ADJ	aborrecido
e	CONJ	e
retrucou	V	retrucar
com	PRP	com
fingido	ADJ	fingido
desgosto	NOM	desgosto
:	SENT	:
-	QUOTE	-
Vocês	P	você
mesmo	ADV	mesmo
é	V	ser
que	CONJSUB	que
me	P	me
desacreditam	V	desacreditar
.	SENT	.
</s>
<s>
Dizem	V	dizer
coisas	NOM	coisa
que	PR	que
não	ADV	não
fiz	V	fazer
e	CONJ	e
não	ADV	não
faço	V	fazer
,	VIRG	,
e	CONJ	e
todo	ADJ	todo
mundo	NOM	mundo
me	P	me
enche	V	encher
de	PRP	de
desprezo	NOM	desprezo
,	VIRG	,
se	P	se
não	ADV	não
de	PRP	de
ódio	NOM	ódio
.	SENT	.
</s>
<s>
Não	ADV	não
sou	V	ser
essas	DET	essa
coisas	NOM	coisa
que	PR	que
dizem	V	dizer
de	PRP	de
mim	P	mim
.	SENT	.
</s>
<s>
Timbó	NOM	timbó
teve	V	ter
vontade	NOM	vontade
de	PRP	de
rir	V	rir
à	PRP+DET	a
vontade	NOM	vontade
,	VIRG	,
mas	CONJ	mas
,	VIRG	,
embora	ADV	embora
mais	ADV	mais
forte	ADJ	forte
do	PRP+DET	de
que	PR	que
Cassi	NOM	<unknown>
,	VIRG	,
tinha	V	ter
este	P	este
sobre	PRP	sobre
ele	P	ele
um	DET	um
ascendente	NOM	ascendente
moral	ADJ	moral
que	PR	que
não	ADV	não
se	P	se
explicava	V	explicar
.	SENT	.
</s>
<s>
Zezé	NOM	zezé
Mateus	NOM	mateus
,	VIRG	,
porém	CONJ	porém
,	VIRG	,
com	PRP	com
o	DET	o
seu	ADJ	seu
peculiar	ADJ	peculiar
meio-riso	NOM	<unknown>
de	PRP	de
imbecil	NOM	imbecil
,	VIRG	,
fez	V	fazer
:	SENT	:
-	QUOTE	-
Estou	V	estar
brincando	V	brincar
,	VIRG	,
meu	ADJ	meu
"	QUOTE	"
nego	V	negar
"	QUOTE	"
.	SENT	.
</s>
<s>
Sou	V	ser
teu	ADJ	teu
amigo	NOM	amigo
-	QUOTE	-
tu	P	tu
sabes	V	saber
.	SENT	.
</s>
<s>
Eles	P	ele
conversavam	V	conversar
sempre	ADV	sempre
de	PRP	de
pé	NOM	pé
,	VIRG	,
parados	V	parar
pelas	PRP+DET	por
esquinas	NOM	esquina
.	SENT	.
</s>
<s>
Raramente	ADV	raramente
,	VIRG	,
sentavam-se	V+P	sentar
a	PRP	a
uma	DET	uma
mesa	NOM	mesa
de	PRP	de
café	NOM	café
.	SENT	.
</s>
<s>
Aquela	DET	aquela
intempestiva	ADJ	intempestivo
observação	NOM	observação
do	PRP+DET	de
Ataliba	NOM	ataliba
,	VIRG	,
seguida	V	seguir
do	PRP+DET	de
comentário	NOM	comentário
de	PRP	de
Zezé	NOM	zezé
Mateus	NOM	mateus
,	VIRG	,
arrefecera	V	arrefecer
a	DET	a
palestra	NOM	palestra
da	PRP+DET	de
sociedade	NOM	sociedade
.	SENT	.
</s>
<s>
Despediram-se	V+P	despedir
,	VIRG	,
e	CONJ	e
cada	P	cada
um	P	um
foi	V	ir
para	PRP	para
o	DET	o
seu	ADJ	seu
lado	NOM	lado
.	SENT	.
</s>
<s>
Cassi	NOM	<unknown>
,	VIRG	,
que	PR	que
fingira	V	fingir
aborrecer-se	V+P	aborrecer
com	PRP	com
a	DET	a
tendenciosa	ADJ	tendencioso
noticia	V	noticiar
de	PRP	de
Timbó	NOM	timbó
e	CONJ	e
o	DET	o
comentário	NOM	comentário
de	PRP	de
Zezé	NOM	zezé
,	VIRG	,
ficou	V	ficar
,	VIRG	,
ao	PRP+DET	a
contrário	NOM	contrário
,	VIRG	,
muito	ADV	muito
contente	ADJ	contente
com	PRP	com
ela	P	ela
.	SENT	.
</s>
<s>
Tinha	V	ter
resolvido	V	resolver
não	ADV	não
ir	V	ir
à	PRP+DET	a
tal	ADJ	tal
festa	NOM	festa
;	SENT	;
mas	CONJ	mas
,	VIRG	,
pelo	PRP+DET	por
que	PR	que
informara	V	informar
Ataliba	NOM	ataliba
,	VIRG	,
talvez	ADV	talvez
não	ADV	não
tivesse	V	ter
nada	P	nada
a	P	a
perder	V	perder
.	SENT	.
</s>
<s>
Experimentaria	V	experimentar
.	SENT	.
</s>
<s>
Mordeu	V	morder
os	DET	o
lábios	NOM	lábio
e	CONJ	e
seguiu	V	seguir
para	PRP	para
o	DET	o
clube	NOM	clube
,	VIRG	,
com	PRP	com
a	DET	a
consciência	NOM	consciência
leve	ADJ	leve
e	CONJ	e
o	DET	o
coração	NOM	coração
alegre	ADJ	alegre
...	SENT	.
</s>
<s>..
\num	V	<unknown>
4	CARD	@card@
\txt	NOM	<unknown>
Veio	V	vir
o	DET	o
dia	NOM	dia
da	PRP+DET	de
festa	NOM	festa
;	SENT	;
a	DET	a
pequena	ADJ	pequeno
casa	NOM	casa
regurgitava	V	regurgitar
;	SENT	;
e	CONJ	e
-	QUOTE	-
coisa	NOM	coisa
curiosa	V	curiosar
-	QUOTE	-
havia	V	haver
mais	ADV	mais
convidados	NOM	convidado
de	PRP	de
idade	NOM	idade
meã	ADJ	meão
que	PR	que
moças	NOM	moço
e	CONJ	e
rapazes	NOM	rapaz
.	SENT	.
</s>
<s>
Isto	P	isto
se	P	se
explicava	V	explicar
pela	PRP+DET	por
estreiteza	NOM	estreiteza
de	PRP	de
relações	NOM	relação
de	PRP	de
Clara	NOM	clara
e	CONJ	e
dos	PRP+DET	de
seus	ADJ	seu
pais	NOM	pai
,	VIRG	,
devido	NOM	devido
à	PRP+DET	a
vida	NOM	vida
que	PR	que
levavam	V	levar
.	SENT	.
</s>
<s>
Entre	PRP	entre
as	DET	a
moças	NOM	moço
,	VIRG	,
havia	V	haver
duas	CARD	dois
ou	CONJ	ou
três	CARD	três
colegas	NOM	colega
de	PRP	de
Clara	NOM	clara
,	VIRG	,
a	DET	a
filha	NOM	filho
de	PRP	de
Lafões	NOM	<unknown>
,	VIRG	,
uma	DET	uma
sobrinha	NOM	sobrinho
solteirona	ADJ	solteiro
